,DISTRICT_CODE,SCHOOL_CODE,SCH_RAT,DIST_RAT,DS_CODE
1453,5850,150,11:1,12:1,5850-150
1454,5850,160,16:1,12:1,5850-160
1455,5850,180,19:1,12:1,5850-180
1456,5850,200,15:1,12:1,5850-200
1457,5850,210,12:1,12:1,5850-210
1458,5850,220,17:1,12:1,5850-220
1459,5850,230,15:1,12:1,5850-230
1460,5850,240,18:1,12:1,5850-240
1461,5850,260,14:1,12:1,5850-260
1462,5850,275,12:1,12:1,5850-275
1463,5850,280,12:1,12:1,5850-280
1464,5850,300,12:1,12:1,5850-300
1465,5850,320,15:1,12:1,5850-320
1466,100,10,8:1,9:1,100-10
1467,100,20,10:1,9:1,100-20
1468,100,40,8:1,9:1,100-40
1469,100,70,8:1,9:1,100-70
1470,100,100,9:1,9:1,100-100
1471,130,20,10:1,10:1,130-20
1472,180,10,7:1,7:1,180-10
1473,225,30,4:1,4:1,225-30
1474,270,20,9:1,9:1,270-20
1475,500,20,9:1,9:1,500-20
1476,560,20,11:1,11:1,560-20
1477,945,30,8:1,8:1,945-30
1478,945,50,8:1,8:1,945-50
1479,945,60,9:1,8:1,945-60
1480,1000,40,9:1,9:1,1000-40
1481,1260,60,9:1,139:1,1260-60
1482,1260,70,9:1,139:1,1260-70
1483,1260,80,9:1,139:1,1260-80
1484,1260,110,9:1,139:1,1260-110
1485,1440,50,11:1,11:1,1440-50
1486,1440,60,12:1,11:1,1440-60
1487,1490,50,6:1,6:1,1490-50
1488,1640,40,10:1,13:1,1640-40
1489,1640,60,10:1,13:1,1640-60
1490,1640,70,11:1,13:1,1640-70
1491,1650,10,13:1,14:1,1650-10
1492,1650,50,12:1,14:1,1650-50
1493,1650,55,14:1,14:1,1650-55
1494,1650,60,14:1,14:1,1650-60
1495,1650,70,15:1,14:1,1650-70
1496,1650,80,14:1,14:1,1650-80
1497,1660,20,11:1,11:1,1660-20
1498,1660,21,10:1,11:1,1660-21
1499,1660,23,11:1,11:1,1660-23
1500,1660,24,11:1,11:1,1660-24
1501,1660,25,12:1,11:1,1660-25
1502,1660,26,10:1,11:1,1660-26
1503,1660,30,11:1,11:1,1660-30
1504,1660,70,17:1,11:1,1660-70
1505,2105,50,12:1,11:1,2105-50
1506,2105,60,8:1,11:1,2105-60
1507,2105,70,9:1,11:1,2105-70
1508,2105,85,9:1,11:1,2105-85
1509,2105,90,10:1,11:1,2105-90
1510,2105,95,10:1,11:1,2105-95
1511,2105,100,12:1,11:1,2105-100
1512,2105,105,10:1,11:1,2105-105
1513,2120,50,8:1,8:1,2120-50
1514,2160,50,8:1,8:1,2160-50
1515,2230,20,11:1,11:1,2230-20
1516,2230,30,10:1,11:1,2230-30
1517,2230,50,11:1,11:1,2230-50
1518,2230,80,11:1,11:1,2230-80
1519,2290,3,10:1,12:1,2290-3
1520,2290,5,11:1,12:1,2290-5
1521,2290,10,10:1,12:1,2290-10
1522,2290,12,11:1,12:1,2290-12
1523,2290,20,8:1,12:1,2290-20
1524,2290,25,11:1,12:1,2290-25
1525,2290,27,11:1,12:1,2290-27
1526,2290,30,13:1,12:1,2290-30
1527,2290,32,12:1,12:1,2290-32
1528,2290,35,10:1,12:1,2290-35
1529,2290,45,9:1,12:1,2290-45
1530,2290,60,12:1,12:1,2290-60
1531,2400,10,8:1,8:1,2400-10
1532,2400,30,7:1,8:1,2400-30
1533,2400,40,7:1,8:1,2400-40
1534,2400,50,6:1,8:1,2400-50
1535,2430,50,9:1,10:1,2430-50
1536,2430,60,11:1,10:1,2430-60
1537,2720,50,9:1,10:1,2720-50
1538,2720,60,11:1,10:1,2720-60
1539,2770,50,14:1,11:1,2770-50
1540,2770,60,12:1,11:1,2770-60
1541,2770,65,8:1,11:1,2770-65
1542,2770,80,14:1,11:1,2770-80
1543,2770,85,13:1,11:1,2770-85
1544,2770,110,10:1,11:1,2770-110
1545,2770,120,12:1,11:1,2770-120
1546,2770,300,10:1,11:1,2770-300
1547,2920,50,13:1,12:1,2920-50
1548,2920,55,12:1,12:1,2920-55
1549,2920,60,12:1,12:1,2920-60
1550,2920,63,13:1,12:1,2920-63
1551,2920,75,11:1,12:1,2920-75
1552,2920,90,12:1,12:1,2920-90
1553,2920,110,13:1,12:1,2920-110
1554,2920,120,12:1,12:1,2920-120
1555,2930,50,12:1,11:1,2930-50
1556,2930,60,9:1,11:1,2930-60
1557,3030,30,10:1,11:1,3030-30
1558,3030,40,11:1,11:1,3030-40
1559,3030,43,9:1,11:1,3030-43
1560,3030,45,12:1,11:1,3030-45
1561,3030,48,10:1,11:1,3030-48
1562,3030,50,10:1,11:1,3030-50
1563,3030,60,10:1,11:1,3030-60
1564,3030,70,11:1,11:1,3030-70
1565,3040,40,16:1,11:1,3040-40
1566,3040,50,11:1,11:1,3040-50
1567,3040,53,11:1,11:1,3040-53
1568,3040,60,8:1,11:1,3040-60
1569,3040,65,10:1,11:1,3040-65
1570,3040,75,10:1,11:1,3040-75
1571,3040,80,12:1,11:1,3040-80
1572,3160,50,12:1,12:1,3160-50
1573,3160,53,12:1,12:1,3160-53
1574,3160,55,11:1,12:1,3160-55
1575,3160,57,13:1,12:1,3160-57
1576,3160,59,11:1,12:1,3160-59
1577,3160,60,9:1,12:1,3160-60
1578,3160,80,10:1,12:1,3160-80
1579,3160,90,10:1,12:1,3160-90
1580,3160,95,12:1,12:1,3160-95
1581,3160,110,10:1,12:1,3160-110
1582,3160,120,11:1,12:1,3160-120
1583,3160,130,10:1,12:1,3160-130
1584,3160,140,8:1,12:1,3160-140
1585,3160,143,10:1,12:1,3160-143
1586,3160,145,13:1,12:1,3160-145
1587,3160,150,9:1,12:1,3160-150
1588,3160,160,11:1,12:1,3160-160
1589,3200,40,10:1,11:1,3200-40
1590,3200,60,8:1,11:1,3200-60
1591,3200,80,15:1,11:1,3200-80
1592,3250,50,9:1,9:1,3250-50
1593,3255,50,9:1,1:1,3255-50
1594,3255,90,9:1,1:1,3255-90
1595,3260,3,5:1,10:1,3260-3
1596,3260,4,11:1,10:1,3260-4
1597,3260,10,12:1,10:1,3260-10
1598,3260,20,10:1,10:1,3260-20
1599,3260,25,12:1,10:1,3260-25
1600,3260,28,14:1,10:1,3260-28
1601,3260,40,9:1,10:1,3260-40
1602,3260,50,6:1,10:1,3260-50
1603,3260,301,10:1,10:1,3260-301
1604,3270,50,11:1,10:1,3270-50
1605,3500,60,8:1,8:1,3500-60
1606,3510,50,12:1,10:1,3510-50
1607,3510,55,8:1,10:1,3510-55
1608,3510,59,11:1,10:1,3510-59
1609,3510,61,10:1,10:1,3510-61
1610,3510,63,10:1,10:1,3510-63
1611,3510,80,9:1,10:1,3510-80
1612,3510,90,9:1,10:1,3510-90
1613,3510,100,11:1,10:1,3510-100
1614,3810,30,10:1,10:1,3810-30
1615,3810,40,9:1,10:1,3810-40
1616,3810,60,9:1,10:1,3810-60
1617,3810,70,9:1,10:1,3810-70
1618,3810,80,9:1,10:1,3810-80
1619,3830,30,13:1,10:1,3830-30
1620,3830,50,8:1,10:1,3830-50
1621,4360,60,12:1,13:1,4360-60
1622,4360,75,11:1,13:1,4360-75
1623,4365,50,10:1,10:1,4365-50
1624,4520,50,7:1,7:1,4520-50
1625,4570,40,10:1,11:1,4570-40
1626,4570,50,13:1,11:1,4570-50
1627,4580,50,11:1,11:1,4580-50
1628,4690,50,7:1,7:1,4690-50
1629,4760,50,11:1,11:1,4760-50
1630,4770,50,10:1,10:1,4770-50
1631,4980,50,7:1,7:1,4980-50
1632,4990,50,10:1,10:1,4990-50
1633,5185,30,9:1,10:1,5185-30
1634,5185,50,11:1,10:1,5185-50
1635,5185,70,10:1,10:1,5185-70
1636,5230,50,10:1,10:1,5230-50
1637,5310,50,13:1,11:1,5310-50
1638,5310,60,9:1,11:1,5310-60
1639,5310,70,10:1,11:1,5310-70
1640,5420,50,9:1,9:1,5420-50
1641,5420,60,9:1,9:1,5420-60
1642,5420,70,10:1,9:1,5420-70
1643,5420,75,8:1,9:1,5420-75
1644,5420,77,10:1,9:1,5420-77
1645,5420,78,17:1,9:1,5420-78
1646,5420,80,7:1,9:1,5420-80
1647,5640,50,7:1,9:1,5640-50
1648,5640,80,9:1,9:1,5640-80
1649,450,20,11:1,11:1,450-20
1650,450,30,11:1,11:1,450-30
1651,450,40,11:1,11:1,450-40
1652,460,60,11:1,11:1,460-60
1653,630,20,11:1,11:1,630-20
1654,630,25,10:1,11:1,630-25
1655,630,30,10:1,11:1,630-30
1656,785,10,11:1,12:1,785-10
1657,785,30,12:1,12:1,785-30
1658,785,50,13:1,12:1,785-50
1659,785,60,14:1,12:1,785-60
1660,785,70,13:1,12:1,785-70
1661,785,80,11:1,12:1,785-80
1662,820,20,10:1,9:1,820-20
1663,820,30,9:1,9:1,820-30
1664,820,40,11:1,9:1,820-40
1665,1090,50,12:1,10:1,1090-50
1666,1090,70,10:1,10:1,1090-70
1667,1090,80,10:1,10:1,1090-80
1668,1110,40,12:1,15:1,1110-40
1669,1110,50,13:1,15:1,1110-50
1670,1110,60,12:1,15:1,1110-60
1671,1110,65,14:1,15:1,1110-65
1672,1110,70,14:1,15:1,1110-70
1673,1190,30,8:1,9:1,1190-30
1674,1190,35,9:1,9:1,1190-35
1675,1190,50,8:1,9:1,1190-50
1676,1530,15,12:1,11:1,1530-15
1677,1530,20,10:1,11:1,1530-20
1678,1530,30,9:1,11:1,1530-30
1679,1990,50,10:1,11:1,1990-50
1680,1990,70,9:1,11:1,1990-70
1681,2000,25,11:1,11:1,2000-25
1682,2000,40,10:1,11:1,2000-40
1683,2000,50,11:1,11:1,2000-50
1684,2000,60,9:1,11:1,2000-60
1685,2010,50,8:1,8:1,2010-50
1686,2380,20,11:1,11:1,2380-20
1687,2380,28,11:1,11:1,2380-28
1688,2380,33,12:1,11:1,2380-33
1689,2380,40,13:1,11:1,2380-40
1690,2380,45,11:1,11:1,2380-45
1691,2380,50,15:1,11:1,2380-50
1692,2380,70,11:1,11:1,2380-70
1693,2460,50,11:1,10:1,2460-50
1694,2460,60,9:1,10:1,2460-60
1695,2460,65,10:1,10:1,2460-65
1696,2460,70,12:1,10:1,2460-70
1697,2650,35,11:1,11:1,2650-35
1698,2650,40,11:1,11:1,2650-40
1699,2870,50,13:1,12:1,2870-50
1700,2870,60,10:1,12:1,2870-60
1701,2870,80,11:1,12:1,2870-80
1702,2870,100,13:1,12:1,2870-100
1703,2870,110,11:1,12:1,2870-110
1704,3090,50,10:1,10:1,3090-50
1705,3090,60,9:1,10:1,3090-60
1706,3100,50,9:1,9:1,3100-50
1707,3100,60,9:1,9:1,3100-60
1708,3240,30,11:1,11:1,3240-30
1709,3340,10,10:1,9:1,3340-10
1710,3340,25,9:1,9:1,3340-25
1711,3340,30,9:1,9:1,3340-30
1712,3340,50,10:1,9:1,3340-50
1713,3340,55,9:1,9:1,3340-55
1714,3340,65,8:1,9:1,3340-65
1715,3340,70,9:1,9:1,3340-70
1716,3364,80,4:1,2:1,3364-80
1717,3364,85,3:1,2:1,3364-85
1718,3365,10,3:1,15:1,3365-10
1719,3365,20,3:1,15:1,3365-20
1720,3365,50,12:1,15:1,3365-50
1721,3365,300,12:1,15:1,3365-300
1722,3365,301,12:1,15:1,3365-301
1723,3370,50,10:1,11:1,3370-50
1724,3370,60,11:1,11:1,3370-60
1725,3380,20,9:1,9:1,3380-20
1726,3380,30,9:1,9:1,3380-30
1727,3385,50,13:1,11:1,3385-50
1728,3385,60,10:1,11:1,3385-60
1729,3385,65,10:1,11:1,3385-65
1730,3385,75,11:1,11:1,3385-75
1731,3385,85,12:1,11:1,3385-85
1732,3385,90,12:1,11:1,3385-90
1733,3385,100,11:1,11:1,3385-100
1734,3385,105,11:1,11:1,3385-105
1735,3385,110,10:1,11:1,3385-110
1736,3385,115,11:1,11:1,3385-115
1737,3410,45,7:1,9:1,3410-45
1738,3410,50,9:1,9:1,3410-50
1739,3450,10,13:1,13:1,3450-10
1740,3450,40,11:1,13:1,3450-40
1741,3450,50,14:1,13:1,3450-50
1742,3450,60,13:1,13:1,3450-60
1743,3450,65,13:1,13:1,3450-65
1744,3450,70,14:1,13:1,3450-70
1745,3460,50,11:1,10:1,3460-50
1746,3460,60,10:1,10:1,3460-60
1747,3460,70,4:1,10:1,3460-70
1748,3460,80,11:1,10:1,3460-80
1749,3520,60,13:1,13:1,3520-60
1750,3950,50,9:1,11:1,3950-50
1751,3950,53,10:1,11:1,3950-53
1752,3950,55,10:1,11:1,3950-55
1753,3950,60,10:1,11:1,3950-60
1754,3950,62,9:1,11:1,3950-62
1755,3950,64,11:1,11:1,3950-64
1756,3950,65,12:1,11:1,3950-65
1757,3950,70,11:1,11:1,3950-70
1758,3950,80,9:1,11:1,3950-80
1759,3950,90,12:1,11:1,3950-90
1760,3950,100,12:1,11:1,3950-100
1761,3950,103,11:1,11:1,3950-103
1762,3950,107,9:1,11:1,3950-107
1763,3950,120,9:1,11:1,3950-120
1764,4000,30,9:1,10:1,4000-30
1765,4000,50,14:1,10:1,4000-50
1766,4000,60,10:1,10:1,4000-60
1767,4080,50,10:1,12:1,4080-50
1768,4080,55,12:1,12:1,4080-55
1769,4080,60,13:1,12:1,4080-60
1770,4080,80,10:1,12:1,4080-80
1771,4080,100,11:1,12:1,4080-100
1772,4330,50,11:1,11:1,4330-50
1773,4330,57,12:1,11:1,4330-57
1774,4330,65,8:1,11:1,4330-65
1775,4330,70,12:1,11:1,4330-70
1776,4330,75,11:1,11:1,4330-75
1777,4330,80,11:1,11:1,4330-80
1778,4440,50,10:1,10:1,4440-50
1779,4480,50,14:1,11:1,4480-50
1780,4480,60,9:1,11:1,4480-60
1781,4490,10,12:1,10:1,4490-10
1782,4490,15,11:1,10:1,4490-15
1783,4490,19,10:1,10:1,4490-19
1784,4490,25,11:1,10:1,4490-25
1785,4490,30,9:1,10:1,4490-30
1786,4490,80,11:1,10:1,4490-80
1787,4560,50,11:1,11:1,4560-50
1788,4560,55,10:1,11:1,4560-55
1789,4560,60,11:1,11:1,4560-60
1790,4560,65,11:1,11:1,4560-65
1791,4560,67,10:1,11:1,4560-67
1792,4560,80,11:1,11:1,4560-80
1793,4560,85,9:1,11:1,4560-85
1794,5520,30,11:1,10:1,5520-30
1795,5520,35,9:1,10:1,5520-35
1796,5520,40,11:1,10:1,5520-40
1797,5520,50,10:1,10:1,5520-50
1798,5660,30,12:1,13:1,5660-30
1799,5660,50,12:1,13:1,5660-50
1800,5770,30,8:1,10:1,5770-30
1801,5770,40,10:1,10:1,5770-40
1802,185,10,12:1,11:1,185-10
1803,185,15,14:1,11:1,185-15
1804,185,30,12:1,11:1,185-30
1805,185,50,11:1,11:1,185-50
1806,185,70,14:1,11:1,185-70
1807,185,80,8:1,11:1,185-80
1808,210,20,7:1,7:1,210-20
1809,230,20,7:1,7:1,230-20
1810,320,20,11:1,12:1,320-20
1811,320,25,13:1,12:1,320-25
1812,320,30,14:1,12:1,320-30
1813,320,40,12:1,12:1,320-40
1814,530,20,11:1,11:1,530-20
1815,530,25,11:1,11:1,530-25
1816,530,27,11:1,11:1,530-27
1817,530,30,10:1,11:1,530-30
1818,530,35,11:1,11:1,530-35
1819,530,40,10:1,11:1,530-40
1820,530,43,11:1,11:1,530-43
1821,530,45,11:1,11:1,530-45
1822,530,60,11:1,11:1,530-60
1823,530,70,10:1,11:1,530-70
1824,530,80,11:1,11:1,530-80
1825,530,90,11:1,11:1,530-90
1826,770,30,13:1,14:1,770-30
1827,770,50,14:1,14:1,770-50
1828,1150,20,8:1,8:1,1150-20
1829,2350,50,8:1,8:1,2350-50
1830,2360,20,13:1,12:1,2360-20
1831,2360,25,11:1,12:1,2360-25
1832,2360,30,11:1,12:1,2360-30
1833,2360,35,13:1,12:1,2360-35
1834,2360,40,10:1,12:1,2360-40
1835,2360,44,11:1,12:1,2360-44
1836,2360,46,10:1,12:1,2360-46
1837,2360,48,12:1,12:1,2360-48
1838,2360,50,12:1,12:1,2360-50
1839,2360,55,13:1,12:1,2360-55
1840,2480,20,11:1,11:1,2480-20
1841,2480,40,11:1,11:1,2480-40
1842,2480,50,11:1,11:1,2480-50
1843,2480,53,13:1,11:1,2480-53
1844,2480,55,12:1,11:1,2480-55
1845,2480,60,10:1,11:1,2480-60
1846,2500,50,10:1,10:1,2500-50
1847,2520,50,9:1,11:1,2520-50
1848,2520,70,11:1,11:1,2520-70
1849,2520,80,6:1,11:1,2520-80
1850,2520,83,14:1,11:1,2520-83
1851,2520,84,11:1,11:1,2520-84
1852,2520,90,9:1,11:1,2520-90
1853,2520,300,9:1,11:1,2520-300
1854,2520,301,9:1,11:1,2520-301
1855,2550,50,7:1,7:1,2550-50
1856,2690,30,11:1,11:1,2690-30
1857,2690,50,11:1,11:1,2690-50
1858,2690,300,11:1,11:1,2690-300
1859,2760,20,6:1,7:1,2760-20
1860,2760,50,6:1,7:1,2760-50
1861,2940,8,4:1,10:1,2940-8
1862,2940,40,11:1,10:1,2940-40
1863,2940,43,11:1,10:1,2940-43
1864,2940,45,11:1,10:1,2940-45
1865,2940,50,9:1,10:1,2940-50
1866,2940,60,10:1,10:1,2940-60
1867,3790,10,12:1,12:1,3790-10
1868,3790,20,21:1,12:1,3790-20
1869,3790,30,7:1,12:1,3790-30
1870,3790,40,14:1,12:1,3790-40
1871,3790,45,14:1,12:1,3790-45
1872,3790,55,36:1,12:1,3790-55
1873,3800,50,8:1,8:1,3800-50
1874,3820,30,8:1,10:1,3820-30
1875,3820,50,10:1,10:1,3820-50
1876,4105,50,10:1,10:1,4105-50
1877,4105,60,9:1,10:1,4105-60
1878,4190,10,10:1,10:1,4190-10
1879,4190,40,7:1,10:1,4190-40
1880,4190,50,9:1,10:1,4190-50
1881,4190,80,9:1,10:1,4190-80
1882,4210,30,11:1,11:1,4210-30
1883,4210,50,11:1,11:1,4210-50
1884,4210,55,13:1,11:1,4210-55
1885,4210,60,11:1,11:1,4210-60
1886,4220,50,9:1,10:1,4220-50
1887,4220,60,10:1,10:1,4220-60
1888,4710,50,9:1,9:1,4710-50
1889,4950,50,13:1,13:1,4950-50
1890,4950,60,13:1,13:1,4950-60
1891,5020,50,11:1,12:1,5020-50
1892,5020,60,12:1,12:1,5020-60
1893,5020,65,13:1,12:1,5020-65
1894,5020,70,11:1,12:1,5020-70
1895,5020,75,13:1,12:1,5020-75
1896,5190,30,12:1,13:1,5190-30
1897,5190,40,13:1,13:1,5190-40
1898,5190,50,12:1,13:1,5190-50
1899,5190,60,15:1,13:1,5190-60
1900,5190,61,12:1,13:1,5190-61
1901,5190,63,13:1,13:1,5190-63
1902,5190,64,12:1,13:1,5190-64
1903,5190,65,18:1,13:1,5190-65
1904,5190,67,13:1,13:1,5190-67
1905,5190,70,11:1,13:1,5190-70
1906,5190,75,14:1,13:1,5190-75
1907,5190,80,13:1,13:1,5190-80
1908,5190,90,13:1,13:1,5190-90
1909,5190,95,13:1,13:1,5190-95
1910,5190,100,11:1,13:1,5190-100
1911,5190,107,12:1,13:1,5190-107
1912,5190,110,16:1,13:1,5190-110
1913,5190,120,13:1,13:1,5190-120
1914,5220,50,9:1,9:1,5220-50
1915,420,20,8:1,11:1,420-20
1916,420,30,9:1,11:1,420-30
1917,420,50,11:1,11:1,420-50
1918,900,30,14:1,13:1,900-30
1919,900,35,11:1,13:1,900-35
1920,900,70,12:1,13:1,900-70
1921,900,80,15:1,13:1,900-80
1922,900,90,13:1,13:1,900-90
1923,900,100,15:1,13:1,900-100
1924,900,110,11:1,13:1,900-110
1925,900,120,14:1,13:1,900-120
1926,900,140,14:1,13:1,900-140
1927,900,150,14:1,13:1,900-150
1928,900,160,12:1,13:1,900-160
1929,900,170,12:1,13:1,900-170
1930,900,180,13:1,13:1,900-180
1931,900,190,12:1,13:1,900-190
1932,900,200,13:1,13:1,900-200
1933,900,210,13:1,13:1,900-210
1934,900,230,12:1,13:1,900-230
1935,1920,15,10:1,10:1,1920-15
1936,2100,50,12:1,11:1,2100-50
1937,2100,70,10:1,11:1,2100-70
1938,2100,80,11:1,11:1,2100-80
1939,2100,90,10:1,11:1,2100-90
1940,2100,100,9:1,11:1,2100-100
1941,2510,50,10:1,10:1,2510-50
1942,2700,50,9:1,10:1,2700-50
1943,2700,60,12:1,10:1,2700-60
1944,2700,70,9:1,10:1,2700-70
1945,3640,50,9:1,11:1,3640-50
1946,3640,60,12:1,11:1,3640-60
1947,3970,50,15:1,14:1,3970-50
1948,3970,80,13:1,14:1,3970-80
1949,3970,85,15:1,14:1,3970-85
1950,3970,90,13:1,14:1,3970-90
1951,3970,95,14:1,14:1,3970-95
1952,3970,97,12:1,14:1,3970-97
1953,3970,100,14:1,14:1,3970-100
1954,3970,110,15:1,14:1,3970-110
1955,3970,120,14:1,14:1,3970-120
1956,3970,125,15:1,14:1,3970-125
1957,3970,130,16:1,14:1,3970-130
1958,3970,140,14:1,14:1,3970-140
1959,3970,170,10:1,14:1,3970-170
1960,3970,180,12:1,14:1,3970-180
1961,3970,200,12:1,14:1,3970-200
1962,3970,300,16:1,14:1,3970-300
1963,3975,90,4:1,1:1,3975-90
1964,3975,100,3:1,1:1,3975-100
1965,3980,10,14:1,14:1,3980-10
1966,3990,50,12:1,12:1,3990-50
1967,3995,50,11:1,11:1,3995-50
1968,4010,1,13:1,14:1,4010-1
1969,4010,2,13:1,14:1,4010-2
1970,4010,3,12:1,14:1,4010-3
1971,4010,4,9:1,14:1,4010-4
1972,4010,5,10:1,14:1,4010-5
1973,4010,6,5:1,14:1,4010-6
1974,4010,20,8:1,14:1,4010-20
1975,4010,25,10:1,14:1,4010-25
1976,4010,35,9:1,14:1,4010-35
1977,4010,43,14:1,14:1,4010-43
1978,4010,45,13:1,14:1,4010-45
1979,4010,47,13:1,14:1,4010-47
1980,4010,50,11:1,14:1,4010-50
1981,4010,60,12:1,14:1,4010-60
1982,4010,61,10:1,14:1,4010-61
1983,4010,70,13:1,14:1,4010-70
1984,4010,80,12:1,14:1,4010-80
1985,4010,90,14:1,14:1,4010-90
1986,4010,100,14:1,14:1,4010-100
1987,4010,110,10:1,14:1,4010-110
1988,4010,120,13:1,14:1,4010-120
1989,4010,130,12:1,14:1,4010-130
1990,4010,140,15:1,14:1,4010-140
1991,4010,150,30:1,14:1,4010-150
1992,4010,160,14:1,14:1,4010-160
1993,4010,170,16:1,14:1,4010-170
1994,4010,180,14:1,14:1,4010-180
1995,4010,190,12:1,14:1,4010-190
1996,4010,220,16:1,14:1,4010-220
1997,4010,230,15:1,14:1,4010-230
1998,4010,240,12:1,14:1,4010-240
1999,4010,250,15:1,14:1,4010-250
2000,4010,270,14:1,14:1,4010-270
2001,4010,280,14:1,14:1,4010-280
2002,4010,290,13:1,14:1,4010-290
2003,4010,300,15:1,14:1,4010-300
2004,4010,301,15:1,14:1,4010-301
2005,4010,303,9:1,14:1,4010-303
2006,4010,304,15:1,14:1,4010-304
2007,4010,305,13:1,14:1,4010-305
2008,4010,306,12:1,14:1,4010-306
2009,4010,307,10:1,14:1,4010-307
2010,4010,308,10:1,14:1,4010-308
2011,4010,309,14:1,14:1,4010-309
2012,4010,310,13:1,14:1,4010-310
2013,4010,311,15:1,14:1,4010-311
2014,4010,312,12:1,14:1,4010-312
2015,4010,313,15:1,14:1,4010-313
2016,4010,315,16:1,14:1,4010-315
2017,4010,316,9:1,14:1,4010-316
2018,4010,325,10:1,14:1,4010-325
2019,4230,50,11:1,11:1,4230-50
2020,4230,55,11:1,11:1,4230-55
2021,4230,60,10:1,11:1,4230-60
2022,4230,70,12:1,11:1,4230-70
2023,4270,10,14:1,14:1,4270-10
2024,4400,50,9:1,11:1,4400-50
2025,4400,53,11:1,11:1,4400-53
2026,4400,55,10:1,11:1,4400-55
2027,4400,60,9:1,11:1,4400-60
2028,5200,50,12:1,13:1,5200-50
2029,5200,60,13:1,13:1,5200-60
2030,5440,50,9:1,10:1,5440-50
2031,5440,70,11:1,10:1,5440-70
2032,5570,50,11:1,12:1,5570-50
2033,5570,55,11:1,12:1,5570-55
2034,5570,65,10:1,12:1,5570-65
2035,5570,78,13:1,12:1,5570-78
2036,5570,83,9:1,12:1,5570-83
2037,5570,85,14:1,12:1,5570-85
2038,5570,87,12:1,12:1,5570-87
2039,5570,90,15:1,12:1,5570-90
2040,5570,110,13:1,12:1,5570-110
2041,5570,120,11:1,12:1,5570-120
2042,5570,135,12:1,12:1,5570-135
2043,5570,140,11:1,12:1,5570-140
2044,5570,145,11:1,12:1,5570-145
2045,5570,150,13:1,12:1,5570-150
2046,5650,40,10:1,11:1,5650-40
2047,5650,42,9:1,11:1,5650-42
2048,5650,55,9:1,11:1,5650-55
2049,5650,60,10:1,11:1,5650-60
2050,5650,70,9:1,11:1,5650-70
2051,5650,80,10:1,11:1,5650-80
2052,5650,90,12:1,11:1,5650-90
2053,5650,100,10:1,11:1,5650-100
2054,5690,60,11:1,12:1,5690-60
2055,5690,65,13:1,12:1,5690-65
2056,5690,70,12:1,12:1,5690-70
2057,60,20,12:1,12:1,60-20
2058,1350,50,7:1,7:1,1350-50
2059,2800,50,8:1,8:1,2800-50
2060,2950,50,9:1,9:1,2950-50
2061,3860,10,11:1,11:1,3860-10
2062,4070,50,10:1,12:1,4070-50
2063,4070,80,13:1,12:1,4070-80
2064,4070,90,13:1,12:1,4070-90
2065,4070,100,15:1,12:1,4070-100
2066,4070,105,11:1,12:1,4070-105
2067,4075,50,9:1,10:1,4075-50
2068,4075,55,10:1,10:1,4075-55
2069,4075,60,10:1,10:1,4075-60
2070,4075,78,11:1,10:1,4075-78
2071,4075,90,15:1,10:1,4075-90
2072,4150,40,11:1,12:1,4150-40
2073,4150,50,13:1,12:1,4150-50
2074,4150,60,12:1,12:1,4150-60
2075,4150,70,11:1,12:1,4150-70
2076,4150,80,11:1,12:1,4150-80
2077,4280,50,11:1,11:1,4280-50
2078,4630,50,7:1,10:1,4630-50
2079,4630,70,14:1,10:1,4630-70
2080,4630,90,10:1,10:1,4630-90
2081,4635,9,4:1,6:1,4635-9
2082,4635,50,3:1,6:1,4635-50
2083,4635,300,7:1,6:1,4635-300
2084,4635,301,9:1,6:1,4635-301
2085,4640,40,16:1,16:1,4640-40
2086,5320,70,16:1,10:1,5320-70
2087,5910,50,10:1,11:1,5910-50
2088,5910,60,9:1,11:1,5910-60
2089,5910,70,10:1,11:1,5910-70
2090,5910,300,10:1,11:1,5910-300
2091,240,20,9:1,9:1,240-20
2092,350,50,12:1,11:1,350-50
2093,350,55,10:1,11:1,350-55
2094,350,60,11:1,11:1,350-60
2095,350,70,10:1,11:1,350-70
2096,350,80,15:1,11:1,350-80
2097,350,100,10:1,11:1,350-100
2098,490,20,12:1,12:1,490-20
2099,490,36,11:1,12:1,490-36
2100,490,301,11:1,12:1,490-301
2101,490,302,14:1,12:1,490-302
2102,490,303,12:1,12:1,490-303
2103,510,20,8:1,9:1,510-20
2104,510,60,9:1,9:1,510-60
2105,510,90,10:1,9:1,510-90
2106,555,5,12:1,11:1,555-5
2107,555,10,11:1,11:1,555-10
2108,555,30,9:1,11:1,555-30
2109,555,40,10:1,11:1,555-40
2110,555,45,10:1,11:1,555-45
2111,555,48,11:1,11:1,555-48
2112,555,63,12:1,11:1,555-63
2113,555,65,11:1,11:1,555-65
2114,555,67,9:1,11:1,555-67
2115,555,85,10:1,11:1,555-85
2116,555,105,10:1,11:1,555-105
2117,1610,50,12:1,10:1,1610-50
2118,1610,55,9:1,10:1,1610-55
2119,1610,70,11:1,10:1,1610-70
2120,1610,80,10:1,10:1,1610-80
2121,1610,100,9:1,10:1,1610-100
2122,1610,115,10:1,10:1,1610-115
2123,1610,140,8:1,10:1,1610-140
2124,1610,150,9:1,10:1,1610-150
2125,1610,160,8:1,10:1,1610-160
2126,1810,30,10:1,10:1,1810-30
