,DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,GRADESPAN,DS_CODE
1146,1160,EAST AMWELL TWP,50,EAST AMWELL TOWNSHIP,PK-08,1160-50
1147,1376,SOUTH HUNTERDON REGIONAL SCHOOL DISTRICT,10,STOCKTON BOROUGH SCHOOL,05-06,1376-10
1148,1376,SOUTH HUNTERDON REGIONAL SCHOOL DISTRICT,20,LAMBERTVILLE PUBLIC SCHOOL,PK-06,1376-20
1149,1376,SOUTH HUNTERDON REGIONAL SCHOOL DISTRICT,30,WEST AMWELL TOWNSHIP SCHOOL,KG-06,1376-30
1150,1376,SOUTH HUNTERDON REGIONAL SCHOOL DISTRICT,50,SOUTH HUNTERDON REGIONAL HIGH SCHOOL,07-12,1376-50
1151,1510,FLEMINGTON-RARITAN REG,30,BARLEY SHEAF ELEMENTARY SCHOOL,KG-04,1510-30
1152,1510,FLEMINGTON-RARITAN REG,33,COPPER HILL ELEMENTARY SCHOOL,PK-04,1510-33
1153,1510,FLEMINGTON-RARITAN REG,35,FRANCIS A. DESMARES ELEMENTARY SCHOOL,KG-04,1510-35
1154,1510,FLEMINGTON-RARITAN REG,40,READING-FLEMING INTERMEDIATE SCHOOL,05-06,1510-40
1155,1510,FLEMINGTON-RARITAN REG,45,J.P. CASE MIDDLE SCHOOL,07-08,1510-45
1156,1510,FLEMINGTON-RARITAN REG,50,ROBERT HUNTER ELEMENTARY SCHOOL,KG-04,1510-50
1157,1600,FRANKLIN TWP,50,FRANKLIN TOWNSHIP SCHOOL,PK-08,1600-50
1158,1680,FRENCHTOWN BORO,50,FRENCHTOWN ELEMENTARY,PK-08,1680-50
1159,1970,HAMPTON BORO,50,HAMPTON BOROUGH SCHOOL,PK-08,1970-50
1160,2140,HIGH BRIDGE BORO,55,HIGH BRIDGE MIDDLE SCHOOL,05-08,2140-55
1161,2140,HIGH BRIDGE BORO,60,HIGH BRIDGE ELEMENTARY SCHOOL,PK-04,2140-60
1162,2220,HOLLAND TWP,60,HOLLAND TOWNSHIP ELEMENTARY SCHOOL,PK-08,2220-60
1163,2300,HUNTERDON CENTRAL REG,50,HUNTERDON CENTRAL REGIONAL HIGH SCHOOL DISTRICT,09-12,2300-50
1164,2305,HUNTERDON CO ED SER COMM,50,ESC SCHOOL AT WEST AMWELL,01-12,2305-50
1165,2308,HUNTERDON CO VOCATIONAL,30,HUNTERDON POLYTECH BARTLES CORNER CAMPUS,09-12,2308-30
1166,2308,HUNTERDON CO VOCATIONAL,50,HUNTERDON COUNTY VOCATIONAL SCHOOL DISTRICT CENTRAL CAMPUS,09-12,2308-50
1167,2308,HUNTERDON CO VOCATIONAL,300,HUNTERDON COUNTY ACADEMIES,09-12,2308-300
1168,2450,KINGWOOD TWP,50,KINGWOOD TOWNSHIP SCHOOL,PK-08,2450-50
1169,2590,LEBANON BORO,50,LEBANON BOROUGH SCHOOL,PK-06,2590-50
1170,2600,LEBANON TWP,50,WOODGLEN SCHOOL,05-08,2600-50
1171,2600,LEBANON TWP,60,VALLEY VIEW SCHOOL,PK-04,2600-60
1172,3180,MILFORD BORO,50,MILFORD SCHOOL,PK-08,3180-50
1173,3660,N HUNT/VOORHEES REGIONAL,50,NORTH HUNTERDON HIGH SCHOOL,09-12,3660-50
1174,3660,N HUNT/VOORHEES REGIONAL,60,VOORHEES HIGH SCHOOL,09-12,3660-60
1175,4350,READINGTON TWP,30,HOLLAND BROOK SCHOOL,04-05,4350-30
1176,4350,READINGTON TWP,50,READINGTON MIDDLE SCHOOL,06-08,4350-50
1177,4350,READINGTON TWP,60,THREE BRIDGES SCHOOL,PK-03,4350-60
1178,4350,READINGTON TWP,70,WHITEHOUSE SCHOOL,KG-03,4350-70
1179,5180,TEWKSBURY TWP,30,OLD TURNPIKE SCHOOL,05-08,5180-30
1180,5180,TEWKSBURY TWP,55,TEWKSBURY ELEMENTARY SCHOOL,PK-04,5180-55
1181,5270,UNION TWP,50,UNION TOWNSHIP MIDDLE SCHOOL,05-08,5270-50
1182,5270,UNION TWP,60,UNION TOWNSHIP ELEMENTARY SCHOOL,PK-04,5270-60
1183,1245,EAST WINDSOR REGIONAL,50,HIGHTSTOWN HIGH SCHOOL,09-12,1245-50
1184,1245,EAST WINDSOR REGIONAL,55,ETHEL MCKNIGHT ELEMENTARY SCHOOL,KG-05,1245-55
1185,1245,EAST WINDSOR REGIONAL,60,GRACE N. ROGERS ELEMENTARY SCHOOL,PK-05,1245-60
1186,1245,EAST WINDSOR REGIONAL,70,MELVIN H. KREPS MIDDLE SCHOOL,06-08,1245-70
1187,1245,EAST WINDSOR REGIONAL,75,PERRY L. DREW ELEMENTARY SCHOOL,KG-05,1245-75
1188,1245,EAST WINDSOR REGIONAL,80,WALTER C. BLACK ELEMENTARY SCHOOL,KG-05,1245-80
1189,1430,EWING TWP,50,EWING HIGH SCHOOL,09-12,1430-50
1190,1430,EWING TWP,60,GILMORE J FISHER MIDDLE SCHOOL,06-08,1430-60
1191,1430,EWING TWP,105,FRANCIS LORE ELEMENTARY SCHOOL,PK-05,1430-105
1192,1430,EWING TWP,130,PARKWAY ELEMENTARY SCHOOL,PK-05,1430-130
1193,1430,EWING TWP,140,WILLIAM L ANTHEIL ELEMENTARY SCHOOL,PK-05,1430-140
1194,1950,HAMILTON TWP,50,HAMILTON EAST - STEINERT,09-12,1950-50
1195,1950,HAMILTON TWP,55,HAMILTON NORTH - NOTTINGHAM,09-12,1950-55
1196,1950,HAMILTON TWP,60,HAMILTON WEST-WATSON,09-12,1950-60
1197,1950,HAMILTON TWP,70,ALBERT E GRICE MIDDLE SCHOOL,06-08,1950-70
1198,1950,HAMILTON TWP,80,EMILY C. REYNOLDS MIDDLE SCHOOL,06-08,1950-80
1199,1950,HAMILTON TWP,83,RICHARD C CROCKETT MIDDLE SCHOOL,06-08,1950-83
1200,1950,HAMILTON TWP,85,ALEXANDER ELEMENTARY SCHOOL,PK-05,1950-85
1201,1950,HAMILTON TWP,105,GEORGE E. WILSON ELEMENTARY SCHOOL,PK-05,1950-105
1202,1950,HAMILTON TWP,110,GREENWOOD ELEMENTARY SCHOOL,PK-05,1950-110
1203,1950,HAMILTON TWP,150,KISTHARDT ELEMENTARY SCHOOL,PK-05,1950-150
1204,1950,HAMILTON TWP,160,KLOCKNER ELEMENTARY SCHOOL,PK-05,1950-160
1205,1950,HAMILTON TWP,170,KUSER ELEMENTARY SCHOOL,PK-05,1950-170
1206,1950,HAMILTON TWP,180,LALOR ELEMENTARY SCHOOL,PK-05,1950-180
1207,1950,HAMILTON TWP,185,LANGTREE ELEMENTARY SCHOOL,PK-05,1950-185
1208,1950,HAMILTON TWP,200,MCGALLIARD ELEMENTARY SCHOOL,PK-05,1950-200
1209,1950,HAMILTON TWP,210,MERCERVILLE ELEMENTARY SCHOOL,PK-05,1950-210
1210,1950,HAMILTON TWP,220,MORGAN ELEMENTARY SCHOOL,PK-05,1950-220
1211,1950,HAMILTON TWP,225,ROBINSON ELEMENTARY SCHOOL,PK-05,1950-225
1212,1950,HAMILTON TWP,240,SAYEN ELEMENTARY SCHOOL,PK-05,1950-240
1213,1950,HAMILTON TWP,245,SUNNYBRAE ELEMENTARY SCHOOL,PK-05,1950-245
1214,1950,HAMILTON TWP,250,UNIVERSITY HEIGHTS ELEMENTARY SCHOOL,PK-05,1950-250
1215,1950,HAMILTON TWP,260,YARDVILLE ELEMENTARY SCHOOL,PK-05,1950-260
1216,1950,HAMILTON TWP,270,YARDVILLE HEIGHTS ELEMENTARY SCHOOL,PK-05,1950-270
1217,2280,HOPEWELL VALLEY REGIONAL,30,HOPEWELL VALLEY CENTRAL HIGH SCHOOL,09-12,2280-30
1218,2280,HOPEWELL VALLEY REGIONAL,35,BEAR TAVERN ELEMENTARY SCHOOL,PK-05,2280-35
1219,2280,HOPEWELL VALLEY REGIONAL,40,TOLL GATE GRAMMAR SCHOOL,KG-05,2280-40
1220,2280,HOPEWELL VALLEY REGIONAL,55,HOPEWELL ELEMENTARY SCHOOL,PK-05,2280-55
1221,2280,HOPEWELL VALLEY REGIONAL,65,STONY BROOK ELEMENTARY SCHOOL,KG-05,2280-65
1222,2280,HOPEWELL VALLEY REGIONAL,75,TIMBERLANE MIDDLE SCHOOL,06-08,2280-75
1223,2580,LAWRENCE TWP,40,LAWRENCE HIGH SCHOOL,09-12,2580-40
1224,2580,LAWRENCE TWP,50,LAWRENCE MIDDLE SCHOOL,07-08,2580-50
1225,2580,LAWRENCE TWP,70,BEN FRANKLIN ELEMENTARY,PK-03,2580-70
1226,2580,LAWRENCE TWP,80,ELDRIDGE PARK SCHOOL,KG-03,2580-80
1227,2580,LAWRENCE TWP,85,LAWRENCE INTERMEDIATE SCHOOL,04-06,2580-85
1228,2580,LAWRENCE TWP,90,LAWRENCEVILLE ELEMENTARY SCHOOL,PK-03,2580-90
1229,2580,LAWRENCE TWP,100,SLACKWOOD ELEMENTARY SCHOOL,PK-03,2580-100
1230,3103,MERCER CO SPECIAL SERVICE,5,REGIONAL DAY SCHOOL,10-12,3103-5
1231,3103,MERCER CO SPECIAL SERVICE,50,JOSEPH F. CAPPELLO SCHOOL,PK-02,3103-50
1232,3103,MERCER CO SPECIAL SERVICE,55,MERCER HIGH SCHOOL,09-12,3103-55
1233,3103,MERCER CO SPECIAL SERVICE,70,MERCER ELEMENTARY SCHOOL,KG-08,3103-70
1234,3105,MERCER COUNTY VOCATIONAL,30,MCVS ASSUNPINK CENTER,09-12,3105-30
1235,3105,MERCER COUNTY VOCATIONAL,40,MCVS ARTHUR R. SYPEK CENTER,10-12,3105-40
1236,3105,MERCER COUNTY VOCATIONAL,300,MERCER COUNTY TECHNICAL SCHOOL CULINARY ARTS ACADEMY,09-12,3105-300
1237,3105,MERCER COUNTY VOCATIONAL,302,MERCER COUNTY TECHNICAL SCHOOL STEM ACADEMY,09-12,3105-302
1238,3105,MERCER COUNTY VOCATIONAL,304,MERCER COUNTY TECHNICAL SCHOOL HEALTH SCIENCES ACADEMY,09-12,3105-304
1239,4255,PRINCETON REGIONAL,50,PRINCETON HIGH SCHOOL,09-12,4255-50
1240,4255,PRINCETON REGIONAL,70,JOHNSON PARK SCHOOL,PK-05,4255-70
1241,4255,PRINCETON REGIONAL,80,LITTLEBROOK SCHOOL,PK-05,4255-80
1242,4255,PRINCETON REGIONAL,85,JOHN WITHERSPOON MIDDLE SCHOOL,06-08,4255-85
1243,4255,PRINCETON REGIONAL,90,RIVERSIDE SCHOOL,PK-05,4255-90
1244,4255,PRINCETON REGIONAL,110,COMMUNITY PARK SCHOOL,PK-05,4255-110
1245,5210,TRENTON CITY,30,DAYLIGHT/TWILIGHT HIGH SCHOOL,09-12,5210-30
1246,5210,TRENTON CITY,50,TRENTON CENTRAL HIGH SCHOOL - MAIN CAMPUS,09-12,5210-50
1247,5210,TRENTON CITY,51,TRENTON CENTRAL HIGH SCHOOL - WEST CAMPUS,09-12,5210-51
1248,5210,TRENTON CITY,100,DUNN MIDDLE SCHOOL,06-08,5210-100
1249,5210,TRENTON CITY,170,COLUMBUS ELEMENTARY SCHOOL,KG-05,5210-170
1250,5210,TRENTON CITY,190,FRANKLIN ELEMENTARY SCHOOL,KG-05,5210-190
1251,5210,TRENTON CITY,200,GRANT ELEMENTARY SCHOOL,PK-05,5210-200
1252,5210,TRENTON CITY,210,GREGORY ELEMENTARY SCHOOL,KG-05,5210-210
1253,5210,TRENTON CITY,230,JEFFERSON ELEMENTARY SCHOOL,KG-05,5210-230
1254,5210,TRENTON CITY,235,JOYCE KILMER MIDDLE SCHOOL,06-08,5210-235
1255,5210,TRENTON CITY,240,LUIS MUNOZ-RIVERA MS,06-08,5210-240
1256,5210,TRENTON CITY,260,MOTT ELEMENTARY SCHOOL,KG-05,5210-260
1257,5210,TRENTON CITY,265,P.J. HILL ELEMENTARY,PK-05,5210-265
1258,5210,TRENTON CITY,270,PARKER ELEMENTARY,KG-05,5210-270
1259,5210,TRENTON CITY,280,ROBBINS ELEMENTARY SCHOOL,KG-05,5210-280
1260,5210,TRENTON CITY,300,WASHINGTON ELEMENTARY SCHOOL,KG-05,5210-300
1261,5210,TRENTON CITY,301,HEDGEPETH WILLIAMS MIDDLE SCHOOL,06-08,5210-301
1262,5210,TRENTON CITY,310,WILSON ELEMENTARY SCHOOL,PK-05,5210-310
1263,5210,TRENTON CITY,401,MARTIN LUTHER KING JR. ELEMENTARY SCHOOL,KG-05,5210-401
1264,5510,ROBBINSVILLE TWP,30,ROBBINSVILLE HIGH SCHOOL,09-12,5510-30
1265,5510,ROBBINSVILLE TWP,40,POND ROAD MIDDLE SCHOOL,05-08,5510-40
1266,5510,ROBBINSVILLE TWP,50,SHARON SCHOOL,PK-04,5510-50
1267,5715,W WINDSOR-PLAINSBORO REG,20,WEST WINDSOR-PLAINSBORO HIGH SCHOOL SOUTH,09-12,5715-20
1268,5715,W WINDSOR-PLAINSBORO REG,25,WEST WINDSOR-PLAINSBORO HIGH SCHOOL NORTH,09-12,5715-25
1269,5715,W WINDSOR-PLAINSBORO REG,30,DUTCH NECK ELEMENTARY SCHOOL,KG-03,5715-30
1270,5715,W WINDSOR-PLAINSBORO REG,35,THOMAS R GROVER MIDDLE SCHOOL,06-08,5715-35
1271,5715,W WINDSOR-PLAINSBORO REG,40,MAURICE HAWK ELEMENTARY SCHOOL,KG-03,5715-40
1272,5715,W WINDSOR-PLAINSBORO REG,50,J.V.B. WICOFF ELEMENTARY SCHOOL,KG-03,5715-50
1273,5715,W WINDSOR-PLAINSBORO REG,130,TOWN CENTER ELEMENTARY SCHOOL AT PLAINSBORO,PK-02,5715-130
1274,5715,W WINDSOR-PLAINSBORO REG,140,COMMUNITY MIDDLE SCHOOL,06-08,5715-140
1275,5715,W WINDSOR-PLAINSBORO REG,150,MILLSTONE RIVER SCHOOL,03-05,5715-150
1276,5715,W WINDSOR-PLAINSBORO REG,160,VILLAGE ELEMENTARY SCHOOL,PK-05,5715-160
1277,750,CARTERET BORO,30,CARTERET HIGH SCHOOL,09-12,750-30
1278,750,CARTERET BORO,50,COLUMBUS ELEMENTARY SCHOOL,PK-05,750-50
1279,750,CARTERET BORO,55,CARTERET MIDDLE SCHOOL,06-08,750-55
1280,750,CARTERET BORO,57,PRIVATE NICHOLAS MINUE ELEMENTARY SCHOOL,PK-05,750-57
1281,750,CARTERET BORO,60,NATHAN HALE ELEMENTARY SCHOOL,PK-05,750-60
1282,970,CRANBURY TWP,30,CRANBURY SCHOOL,PK-08,970-30
1283,1140,DUNELLEN BORO,40,DUNELLEN HIGH SCHOOL,09-12,1140-40
1284,1140,DUNELLEN BORO,50,JOHN P. FABER ELEMENTARY SCHOOL,PK-05,1140-50
1285,1140,DUNELLEN BORO,60,LINCOLN MIDDLE SCHOOL,06-08,1140-60
1286,1170,EAST BRUNSWICK TWP,50,EAST BRUNSWICK HIGH SCHOOL,10-12,1170-50
1287,1170,EAST BRUNSWICK TWP,55,CHURCHILL JR HIGH SCHOOL,08-09,1170-55
1288,1170,EAST BRUNSWICK TWP,56,HAMMARSKJOLD MIDDLE SCHOOL,06-07,1170-56
1289,1170,EAST BRUNSWICK TWP,60,BOWNE-MUNRO ELEMENTARY SCHOOL,PK-05,1170-60
1290,1170,EAST BRUNSWICK TWP,70,CENTRAL ELEMENTARY SCHOOL,PK-05,1170-70
1291,1170,EAST BRUNSWICK TWP,90,IRWIN ELEMENTARY SCHOOL,PK-05,1170-90
1292,1170,EAST BRUNSWICK TWP,100,LAWRENCE BROOK ELEMENTARY SCHOOL,PK-05,1170-100
1293,1170,EAST BRUNSWICK TWP,120,MEMORIAL ELEMENTARY SCHOOL,PK-05,1170-120
1294,1170,EAST BRUNSWICK TWP,125,CHITTICK ELEMENTARY SCHOOL,PK-05,1170-125
1295,1170,EAST BRUNSWICK TWP,130,FROST ELEMENTARY SCHOOL,PK-05,1170-130
1296,1170,EAST BRUNSWICK TWP,138,WARNSDORFER ELEMENTARY SCHOOL,PK-05,1170-138
1297,1290,EDISON TWP,50,EDISON HIGH SCHOOL,09-12,1290-50
1298,1290,EDISON TWP,53,JOHN P. STEVENS HIGH SCHOOL,09-12,1290-53
1299,1290,EDISON TWP,55,JOHN ADAMS MIDDLE SCHOOL,06-08,1290-55
1300,1290,EDISON TWP,57,HERBERT HOOVER MIDDLE SCHOOL,06-08,1290-57
1301,1290,EDISON TWP,60,THOMAS JEFFERSON MIDDLE SCHOOL,06-08,1290-60
1302,1290,EDISON TWP,63,WOODROW WILSON MIDDLE SCHOOL,06-08,1290-63
1303,1290,EDISON TWP,65,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,KG-05,1290-65
1304,1290,EDISON TWP,90,JAMES MADISON INTERMEDIATE SCHOOL,03-05,1290-90
1305,1290,EDISON TWP,92,JAMES MADISON PRIMARY SCHOOL,PK-02,1290-92
1306,1290,EDISON TWP,93,JAMES MONROE ELEMENTARY SCHOOL,KG-05,1290-93
1307,1290,EDISON TWP,95,JOHN MARSHALL ELEMENTARY SCHOOL,KG-05,1290-95
1308,1290,EDISON TWP,100,LINCOLN ELEMENTARY SCHOOL,KG-05,1290-100
1309,1290,EDISON TWP,103,LINDENEAU ELEMENTARY SCHOOL,KG-05,1290-103
1310,1290,EDISON TWP,104,MARTIN LUTHER KING ELEMENTARY SCHOOL,KG-05,1290-104
1311,1290,EDISON TWP,105,MENLO PARK ELEMENTARY SCHOOL,PK-05,1290-105
1312,1290,EDISON TWP,150,WASHINGTON ELEMENTARY SCHOOL,KG-05,1290-150
1313,1290,EDISON TWP,160,WOODBROOK ELEMENTARY SCHOOL,KG-05,1290-160
1314,1290,EDISON TWP,300,EDISON EARLY LEARNING CENTER,PK-KG,1290-300
1315,1290,EDISON TWP,302,FRANKLIN D ROOSEVELT SCHOOL,PK-KG,1290-302
1316,2150,HIGHLAND PARK BORO,50,HIGHLAND PARK HIGH SCHOOL,09-12,2150-50
1317,2150,HIGHLAND PARK BORO,60,HIGHLAND PARK MIDDLE SCHOOL,06-08,2150-60
1318,2150,HIGHLAND PARK BORO,70,IRVING PRIMARY SCHOOL,PK-01,2150-70
1319,2150,HIGHLAND PARK BORO,85,BARTLE ELEMENTARY SCHOOL,02-05,2150-85
1320,2370,JAMESBURG BORO,75,GRACE M. BRECKWEDEL MIDDLE SCHOOL,06-08,2370-75
1321,2370,JAMESBURG BORO,80,JOHN F. KENNEDY ELEMENTARY SCHOOL,PK-05,2370-80
1322,3120,METUCHEN BORO,50,METUCHEN HIGH SCHOOL,09-12,3120-50
1323,3120,METUCHEN BORO,60,CAMPBELL ELEMENTARY SCHOOL,01-04,3120-60
1324,3120,METUCHEN BORO,70,EDGAR MIDDLE SCHOOL,05-08,3120-70
1325,3120,METUCHEN BORO,90,MILDRED B. MOSS ELEMENTARY SCHOOL,PK-KG,3120-90
1326,3140,MIDDLESEX BORO,50,MIDDLESEX HIGH SCHOOL,09-12,3140-50
1327,3140,MIDDLESEX BORO,65,HAZELWOOD ELEMENTARY SCHOOL,PK-03,3140-65
1328,3140,MIDDLESEX BORO,70,PARKER ELEMENTARY SCHOOL,KG-03,3140-70
1329,3140,MIDDLESEX BORO,85,VON E. MAUGER MIDDLE SCHOOL,04-08,3140-85
1330,3140,MIDDLESEX BORO,90,WATCHUNG ELEMENTARY SCHOOL,KG-03,3140-90
1331,3145,MIDDLESEX CO REG SER COMM,6,PISCATAWAY REGIONAL DAY SCHOOL,PK-12,3145-6
1332,3145,MIDDLESEX CO REG SER COMM,30,ACADEMY LEARNING CENTER,PK-12,3145-30
1333,3145,MIDDLESEX CO REG SER COMM,31,CENTER FOR LIFELONG LEARNING,PK-12,3145-31
1334,3145,MIDDLESEX CO REG SER COMM,80,NUVIEW ACADEMY ANNEX,05-12,3145-80
1335,3145,MIDDLESEX CO REG SER COMM,90,NUVIEW ACADEMY,KG-12,3145-90
1336,3145,MIDDLESEX CO REG SER COMM,100,BRIGHT BEGINNINGS LEARNING CENTER,PK-12,3145-100
1337,3150,MIDDLESEX CO VOCATIONAL,10,MIDDLESEX COUNTY VOC ACADEMY MATH SCIENCE &ENGINEERING TECHN,09-12,3150-10
1338,3150,MIDDLESEX CO VOCATIONAL,40,MIDDLESEX COUNTY VOCATIONAL SCHOOL  EAST  BRUNSWICK,09-12,3150-40
1339,3150,MIDDLESEX CO VOCATIONAL,60,MIDDLESEX COUNTY VOCATIONAL SCHOOL PERTH AMBOY,09-12,3150-60
1340,3150,MIDDLESEX CO VOCATIONAL,65,MIDDLESEX COUNTY VOCATIONAL SCHOOL PISCATAWAY,09-12,3150-65
1341,3150,MIDDLESEX CO VOCATIONAL,70,MIDDLESEX COUNTY VOC ACAD ALLIED HEALTH & BIOMEDICAL SCIENCE,08-12,3150-70
1342,3150,MIDDLESEX CO VOCATIONAL,300,MIDDLESEX CO VOC SCHOOL PISCATAWAY SCHOOL OF CAREER DEVELOP,09-12,3150-300
1343,3150,MIDDLESEX CO VOCATIONAL,301,MIDDLESEX CO VOC SCHOOL EAST BRUNS. SCHOOL OF CAREER DEVELOP,09-12,3150-301
1344,3220,MILLTOWN BORO,50,JOYCE KILMER SCHOOL,04-08,3220-50
1345,3220,MILLTOWN BORO,60,PARKVIEW  SCHOOL,PK-03,3220-60
1346,3290,MONROE TWP,5,MONROE TOWNSHIP HIGH SCHOOL,09-12,3290-5
1347,3290,MONROE TWP,10,BARCLAY BROOK SCHOOL,PK-02,3290-10
1348,3290,MONROE TWP,20,MONROE TOWNSHIP MIDDLE SCHOOL,06-08,3290-20
1349,3290,MONROE TWP,30,WOODLAND ELEMENTARY SCHOOL,04-05,3290-30
1350,3290,MONROE TWP,40,MILL LAKE SCHOOL,PK-03,3290-40
1351,3290,MONROE TWP,50,BROOKSIDE ELEMENTARY SCHOOL,03-05,3290-50
1352,3290,MONROE TWP,60,OAK TREE ELEMENTARY SCHOOL,PK-03,3290-60
1353,3290,MONROE TWP,300,APPLEGARTH ELEMENTARY SCHOOL,04-05,3290-300
1354,3530,NEW BRUNSWICK CITY,50,NEW BRUNSWICK HIGH SCHOOL,PK-12,3530-50
1355,3530,NEW BRUNSWICK CITY,55,NEW BRUNSWICK MIDDLE SCHOOL,06-08,3530-55
1356,3530,NEW BRUNSWICK CITY,60,A CHESTER REDSHAW SCHOOL,PK-05,3530-60
1357,3530,NEW BRUNSWICK CITY,80,LINCOLN ELEMENTARY SCHOOL,PK-06,3530-80
1358,3530,NEW BRUNSWICK CITY,90,LIVINGSTON ELEMENTARY SCHOOL,KG-05,3530-90
1359,3530,NEW BRUNSWICK CITY,100,LORD STLRLING ELEMENTARY SCHOOL,PK-05,3530-100
1360,3530,NEW BRUNSWICK CITY,110,MCKINLEY COMMUNITY SCHOOL,PK-08,3530-110
1361,3530,NEW BRUNSWICK CITY,123,PAUL ROBESON COMMUNITY SCHOOL FOR THE ARTS,PK-07,3530-123
1362,3530,NEW BRUNSWICK CITY,125,ROOSEVELT ELEMENTARY SCHOOL,KG-05,3530-125
1363,3530,NEW BRUNSWICK CITY,140,WOODROW WILSON ELEMENTARY SCHOOL,PK-08,3530-140
1364,3530,NEW BRUNSWICK CITY,300,LINCOLN ANNEX SCHOOL,03-08,3530-300
1365,3620,NORTH BRUNSWICK TWP,40,NORTH BRUNSWICK TOWNSHIP HIGH SCHOOL,09-12,3620-40
1366,3620,NORTH BRUNSWICK TWP,55,ARTHUR M. JUDD,PK-05,3620-55
1367,3620,NORTH BRUNSWICK TWP,60,JOHN ADAMS,KG-05,3620-60
1368,3620,NORTH BRUNSWICK TWP,65,LINWOOD MIDDLE SCHOOL,06-08,3620-65
1369,3620,NORTH BRUNSWICK TWP,70,LIVINGSTON PARK,KG-05,3620-70
1370,3620,NORTH BRUNSWICK TWP,90,PARSONS,PK-05,3620-90
1371,3845,OLD BRIDGE TWP,40,OLD BRIDGE HIGH SCHOOL,09-12,3845-40
1372,3845,OLD BRIDGE TWP,82,ALAN B. SHEPARD ELEMENTARY SCHOOL,KG-05,3845-82
1373,3845,OLD BRIDGE TWP,103,CARL SANDBURG MIDDLE SCHOOL,06-08,3845-103
1374,3845,OLD BRIDGE TWP,105,CHEESEQUAKE ELEMENTARY SCHOOL,KG-05,3845-105
1375,3845,OLD BRIDGE TWP,108,JAMES A. MCDIVITT ELEMENTARY SCHOOL,KG-05,3845-108
1376,3845,OLD BRIDGE TWP,110,JONAS SALK MIDDLE SCHOOL,06-08,3845-110
1377,3845,OLD BRIDGE TWP,113,LEROY GORDON COOPER ELEMENTARY SCHOOL,KG-05,3845-113
1378,3845,OLD BRIDGE TWP,120,MADISON PARK ELEMENTARY SCHOOL,KG-05,3845-120
1379,3845,OLD BRIDGE TWP,130,MEMORIAL ELEMENTARY SCHOOL,KG-05,3845-130
1380,3845,OLD BRIDGE TWP,133,M. SCOTT CARPENTER ELEMENTARY SCHOOL,KG-05,3845-133
1381,3845,OLD BRIDGE TWP,140,RAYMOND E. VOORHEES ELEMENTARY SCHOOL,KG-05,3845-140
1382,3845,OLD BRIDGE TWP,150,SOUTHWOOD ELEMENTARY SCHOOL,PK-05,3845-150
1383,3845,OLD BRIDGE TWP,163,VIRGIL I. GRISSOM ELEMENTARY SCHOOL,KG-05,3845-163
1384,3845,OLD BRIDGE TWP,165,WALTER M. SCHIRRA ELEMENTARY SCHOOL,KG-05,3845-165
1385,3845,OLD BRIDGE TWP,170,WILLIAM A. MILLER ELEMENTARY SCHOOL,KG-05,3845-170
1386,4090,PERTH AMBOY CITY,50,PERTH AMBOY HIGH SCHOOL,09-12,4090-50
1387,4090,PERTH AMBOY CITY,65,EDWARD J. PATTEN ELEMENTARY SCHOOL,KG-04,4090-65
1388,4090,PERTH AMBOY CITY,70,ANTHONY V. CERES ELEMENTARY SCHOOL,KG-04,4090-70
1389,4090,PERTH AMBOY CITY,75,IGNACIO CRUZ EARLY CHILDHOOD CENTER,PK-PK,4090-75
1390,4090,PERTH AMBOY CITY,80,EDMUND HMIELESKI EARLY CHILDHOOD CENTER,PK-PK,4090-80
1391,4090,PERTH AMBOY CITY,130,HERBERT N. RICHARDSON 21ST CENTURY SCHOOL,KG-04,4090-130
1392,4090,PERTH AMBOY CITY,140,WILLIAM C. MCGINNIS MIDDLE SCHOOL,05-08,4090-140
1393,4090,PERTH AMBOY CITY,145,JAMES J. FLYNN ELEMENTARY SCHOOL,KG-04,4090-145
1394,4090,PERTH AMBOY CITY,150,SAMUEL E. SHULL MIDDLE SCHOOL,05-08,4090-150
1395,4090,PERTH AMBOY CITY,200,ROBERT N. WILENTZ ELEMENTARY SCHOOL,KG-04,4090-200
1396,4090,PERTH AMBOY CITY,300,DUAL LANGUAGE SCHOOL,02-05,4090-300
1397,4130,PISCATAWAY TWP,50,PISCATAWAY TOWNSHIP HIGH SCHOOL,09-12,4130-50
1398,4130,PISCATAWAY TWP,53,CONACKAMACK MIDDLE SCHOOL,06-08,4130-53
1399,4130,PISCATAWAY TWP,55,QUIBBLETOWN MIDDLE SCHOOL,06-08,4130-55
1400,4130,PISCATAWAY TWP,57,THEODORE SCHOR MIDDLE SCHOOL,06-08,4130-57
1401,4130,PISCATAWAY TWP,60,ARBOR ELEMENTARY SCHOOL,04-05,4130-60
1402,4130,PISCATAWAY TWP,65,DWIGHT D. EISENHOWER ELEMENTARY SCHOOL,KG-03,4130-65
1403,4130,PISCATAWAY TWP,80,GRANDVIEW ELEMENTARY SCHOOL,PK-03,4130-80
1404,4130,PISCATAWAY TWP,100,KNOLLWOOD ELEMENTARY SCHOOL,KG-03,4130-100
1405,4130,PISCATAWAY TWP,105,MARTIN LUTHER KING ELEMENTARY SCHOOL,04-05,4130-105
1406,4130,PISCATAWAY TWP,120,RANDOLPHVILLE ELEMENTARY SCHOOL,KG-03,4130-120
