,DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,GRADESPAN,DS_CODE
2223,850,CLARK TWP,5,ARTHUR L. JOHNSON HIGH SCHOOL,09-12,850-5
2224,850,CLARK TWP,30,FRANK K. HEHNLY,KG-05,850-30
2225,850,CLARK TWP,35,CARL H. KUMPF SCHOOL,06-08,850-35
2226,850,CLARK TWP,40,VALLEY ROAD SCHOOL,KG-05,850-40
2227,850,CLARK TWP,300,CLARK PRESCHOOL ANNEX,PK-PK,850-300
2228,980,CRANFORD TWP,30,CRANFORD HIGH SCHOOL,09-12,980-30
2229,980,CRANFORD TWP,33,HILLSIDE AVENUE SCHOOL,KG-08,980-33
2230,980,CRANFORD TWP,37,ORANGE AVENUE SCHOOL,03-08,980-37
2231,980,CRANFORD TWP,40,BLOOMINGDALE AVENUE SCHOOL,KG-02,980-40
2232,980,CRANFORD TWP,50,BROOKSIDE PLACE SCHOOL,KG-05,980-50
2233,980,CRANFORD TWP,80,LIVINGSTON AVENUE SCHOOL,03-05,980-80
2234,980,CRANFORD TWP,110,WALNUT AVENUE SCHOOL,PK-02,980-110
2235,1320,ELIZABETH CITY,25,ELIZABETH HIGH SCHOOL - FRANK J CICARELL ACADEMY,09-12,1320-25
2236,1320,ELIZABETH CITY,30,TERENCE C. REILLY SCHOOL NO 7,PK-08,1320-30
2237,1320,ELIZABETH CITY,35,JOSEPH BATTIN SCHOOL NO 4,KG-08,1320-35
2238,1320,ELIZABETH CITY,90,GEORGE WASHINGTON ACADEMY SCHOOL NO. 1,PK-08,1320-90
2239,1320,ELIZABETH CITY,100,WINFIELD SCOTT SCHOOL NO. 2,PK-08,1320-100
2240,1320,ELIZABETH CITY,110,NICHOLAS S. LACORTE-PETERSTOWN SCHOOL NO. 3,KG-08,1320-110
2241,1320,ELIZABETH CITY,120,TOUSSAINT LOUVERTURE-MARQUIS DE LAFAYETTE SCHOOL NO. 6,PK-08,1320-120
2242,1320,ELIZABETH CITY,150,ELMORA SCHOOL NO. 12,PK-08,1320-150
2243,1320,ELIZABETH CITY,160,BENJAMIN FRANKLIN SCHOOL NO. 13,KG-08,1320-160
2244,1320,ELIZABETH CITY,170,ABRAHAM LINCOLN SCHOOL NO. 14,KG-08,1320-170
2245,1320,ELIZABETH CITY,180,CHRISTOPHER COLUMBUS SCHOOL NO. 15,KG-08,1320-180
2246,1320,ELIZABETH CITY,190,MADISON MONROE SCHOOL NO. 16,PK-08,1320-190
2247,1320,ELIZABETH CITY,210,ROBERT MORRIS SCHOOL NO. 18,KG-08,1320-210
2248,1320,ELIZABETH CITY,220,WOODROW WILSON SCHOOL NO. 19,PK-08,1320-220
2249,1320,ELIZABETH CITY,230,JOHN MARSHAL SCHOOL NO. 20,KG-08,1320-230
2250,1320,ELIZABETH CITY,240,VICTOR MRAVLAG SCHOOL NO. 21,PK-08,1320-240
2251,1320,ELIZABETH CITY,250,WILLIAM F. HALLORAN SCHOOL NO.22,PK-08,1320-250
2252,1320,ELIZABETH CITY,260,NICHOLAS MURRAY BUTLER ACADEMY SCHOOL NO. 23,PK-08,1320-260
2253,1320,ELIZABETH CITY,280,CHARLES J. HUDSON SCHOOL NO. 25,KG-08,1320-280
2254,1320,ELIZABETH CITY,290,DR. ORLANDO EDREIRA ACADEMY SCHOOL NO. 26,PK-08,1320-290
2255,1320,ELIZABETH CITY,295,DR. ALBERT EINSTEIN ACADEMY SCHOOL NO. 29,PK-08,1320-295
2256,1320,ELIZABETH CITY,300,MABEL G. HOMES SCHOOL NO. 5,PK-08,1320-300
2257,1320,ELIZABETH CITY,301,IPREP ACADEMY SCHOOL NO 8,KG-08,1320-301
2258,1320,ELIZABETH CITY,302,JEROME DUNN ACADEMY NO 9,KG-08,1320-302
2259,1320,ELIZABETH CITY,303,J. CHRISTIAN BOLLWAGE FINANCE ACADEMY,09-12,1320-303
2260,1320,ELIZABETH CITY,305,RONALD REAGAN ACADEMY SCHOOL NO. 30,PK-08,1320-305
2261,1320,ELIZABETH CITY,310,DR. ANTONIA PANTOJA SCHOOL NO. 27,PK-08,1320-310
2262,1320,ELIZABETH CITY,315,JUAN PABLO DUARTE - JOSE JULIAN MARTI SCHOOL NO 28,PK-08,1320-315
2263,1320,ELIZABETH CITY,350,FRANCES C. SMITH EARLY CHILDHOOD CENTER NO 50,PK-PK,1320-350
2264,1320,ELIZABETH CITY,355,DONALD STEWART EARLY CHILDHOOD CENTER NO 51,PK-PK,1320-355
2265,1320,ELIZABETH CITY,360,DR. MARTIN LUTHER KING JR. EARLY CHILDHOOD CENTER NO 52,PK-PK,1320-360
2266,1320,ELIZABETH CITY,401,JOHN E. DWYER TECHNOLOGY ACADEMY,09-12,1320-401
2267,1320,ELIZABETH CITY,402,ADMIRAL WILLIAM F. HALSEY JR. HEALTH & PUBLIC SAFETY ACADEMY,09-12,1320-402
2268,1320,ELIZABETH CITY,403,THOMAS JEFFERSON ARTS ACADEMY,09-12,1320-403
2269,1320,ELIZABETH CITY,404,THOMAS A. EDISON CAREER AND TECHNICAL ACADEMY,09-12,1320-404
2270,1320,ELIZABETH CITY,405,ALEXANDER HAMILTON PREPARATORY ACADEMY,09-12,1320-405
2271,1710,GARWOOD BORO,50,LINCOLN,PK-08,1710-50
2272,2190,HILLSIDE TWP,50,HILLSIDE HIGH SCHOOL,09-12,2190-50
2273,2190,HILLSIDE TWP,60,CALVIN COOLIDGE SCHOOL,02-02,2190-60
2274,2190,HILLSIDE TWP,80,HURDEN LOOKER SCHOOL,03-04,2190-80
2275,2190,HILLSIDE TWP,85,WALTER O. KRUMBIEGEL MIDDLE SCHOOL,07-08,2190-85
2276,2190,HILLSIDE TWP,90,A.P. MORRIS EARLY CHILDHOOD CENTER,PK-01,2190-90
2277,2190,HILLSIDE TWP,110,GEORGE WASHINGTON SCHOOL,05-06,2190-110
2278,2420,KENILWORTH BORO,10,DAVID BREARLEY MIDDLE/HIGH SCHOOL,07-12,2420-10
2279,2420,KENILWORTH BORO,50,WARREN G. HARDING ELEMENTARY SCHOOL,PK-06,2420-50
2280,2660,LINDEN CITY,50,LINDEN HIGH SCHOOL,09-12,2660-50
2281,2660,LINDEN CITY,60,MYLES J. MCMANUS MIDDLE SCHOOL,06-08,2660-60
2282,2660,LINDEN CITY,70,JOSEPH E. SOEHL MIDDLE SCHOOL,06-08,2660-70
2283,2660,LINDEN CITY,80,NUMBER 1,PK-05,2660-80
2284,2660,LINDEN CITY,90,NUMBER 2,PK-05,2660-90
2285,2660,LINDEN CITY,115,NUMBER 4,PK-05,2660-115
2286,2660,LINDEN CITY,120,NUMBER 5,PK-05,2660-120
2287,2660,LINDEN CITY,130,NUMBER 6,PK-05,2660-130
2288,2660,LINDEN CITY,150,NUMBER 8,PK-05,2660-150
2289,2660,LINDEN CITY,160,NUMBER 9,PK-05,2660-160
2290,2660,LINDEN CITY,170,NUMBER 10,PK-05,2660-170
2291,3395,MORRIS-UNION JOINTURE COM,50,DEVELOPMENTAL LEARNING CENTER NEW PROVIDENCE,PK-06,3395-50
2292,3395,MORRIS-UNION JOINTURE COM,80,DEVELOPMENTAL LEARNING CENTER WARREN,06-12,3395-80
2293,3470,MOUNTAINSIDE BORO,30,DEERFIELD ELEMENTARY SCHOOL,03-08,3470-30
2294,3470,MOUNTAINSIDE BORO,60,BEECHWOOD SCHOOL,PK-02,3470-60
2295,3560,NEW PROVIDENCE BORO,50,NEW PROVIDENCE HIGH SCHOOL,09-12,3560-50
2296,3560,NEW PROVIDENCE BORO,55,ALLEN W. ROBERTS SCHOOL,PK-06,3560-55
2297,3560,NEW PROVIDENCE BORO,80,NEW PROVIDENCE MIDDLE SCHOOL,07-08,3560-80
2298,3560,NEW PROVIDENCE BORO,90,SALT BROOK SCHOOL,KG-06,3560-90
2299,4160,PLAINFIELD CITY,50,PLAINFIELD HIGH SCHOOL,09-12,4160-50
2300,4160,PLAINFIELD CITY,51,BARACK OBAMA ACADEMY FOR ACADEMIC & CIVIC DEVELOPMENT,08-12,4160-51
2301,4160,PLAINFIELD CITY,52,PLAINFIELD ACADEMY FOR THE ARTS & ADVANCED STUDIES,07-12,4160-52
2302,4160,PLAINFIELD CITY,60,HUBBARD MIDDLE SCHOOL,06-08,4160-60
2303,4160,PLAINFIELD CITY,70,MAXSON MIDDLE SCHOOL,06-08,4160-70
2304,4160,PLAINFIELD CITY,80,DEWITT D. BARLOW ELEMENTARY SCHOOL,KG-05,4160-80
2305,4160,PLAINFIELD CITY,100,CEDARBROOK ELEMENTARY SCHOOL,KG-08,4160-100
2306,4160,PLAINFIELD CITY,110,CLINTON ELEMENTARY SCHOOL,PK-05,4160-110
2307,4160,PLAINFIELD CITY,120,FREDERIC W. COOK ELEMENTARY SCHOOL,KG-05,4160-120
2308,4160,PLAINFIELD CITY,130,EMERSON ELEMENTARY SCHOOL,PK-05,4160-130
2309,4160,PLAINFIELD CITY,140,EVERGREEN ELEMENTARY SCHOOL,KG-05,4160-140
2310,4160,PLAINFIELD CITY,150,JEFFERSON ELEMENTARY SCHOOL,PK-05,4160-150
2311,4160,PLAINFIELD CITY,170,CHARLES H. STILLMAN ELEMENTARY SCHOOL,KG-05,4160-170
2312,4160,PLAINFIELD CITY,180,WASHINGTON COMMUNITY SCHOOL,PK-05,4160-180
2313,4160,PLAINFIELD CITY,190,WOODLAND ELEMENTARY SCHOOL,KG-05,4160-190
2314,4290,RAHWAY CITY,50,RAHWAY HIGH SCHOOL,09-12,4290-50
2315,4290,RAHWAY CITY,60,RAHWAY 7TH & 8TH GRADE ACADEMY,PK-08,4290-60
2316,4290,RAHWAY CITY,80,FRANKLIN ELEMENTARY SCHOOL,PK-06,4290-80
2317,4290,RAHWAY CITY,90,GROVER CLEVELAND ELEMENTARY SCHOOL,PK-06,4290-90
2318,4290,RAHWAY CITY,110,MADISON ELEMENTARY,PK-06,4290-110
2319,4290,RAHWAY CITY,120,ROOSEVELT ELEMENTARY SCHOOL,PK-06,4290-120
2320,4540,ROSELLE BORO,10,ABRAHAM CLARK HIGH SCHOOL,09-12,4540-10
2321,4540,ROSELLE BORO,20,HARRISON ELEMENTARY SCHOOL,01-04,4540-20
2322,4540,ROSELLE BORO,30,DR. CHARLES C. POLK SCHOOL,01-04,4540-30
2323,4540,ROSELLE BORO,40,LEONARD V. MOORE MIDDLE SCHOOL,05-06,4540-40
2324,4540,ROSELLE BORO,50,WASHINGTON ELEMENTARY SCHOOL,01-04,4540-50
2325,4540,ROSELLE BORO,60,GRACE WILDAY JUNIOR HIGH SCHOOL,07-08,4540-60
2326,4540,ROSELLE BORO,120,ROSELLE PRESCHOOL,PK-PK,4540-120
2327,4540,ROSELLE BORO,300,KINDERGARTEN SUCCESS ACADEMY,KG-KG,4540-300
2328,4550,ROSELLE PARK BORO,50,ROSELLE PARK HIGH SCHOOL,09-12,4550-50
2329,4550,ROSELLE PARK BORO,60,"ERNEST J. FINIZIO, JR. - ALDENE SCHOOL",PK-05,4550-60
2330,4550,ROSELLE PARK BORO,80,ROBERT GORDON ELEMENTARY SCHOOL,PK-05,4550-80
2331,4550,ROSELLE PARK BORO,85,ROSELLE PARK MIDDLE SCHOOL,06-08,4550-85
2332,4550,ROSELLE PARK BORO,90,SHERMAN ELEMENTARY SCHOOL,PK-05,4550-90
2333,4670,SCOTCH PLAINS-FANWOOD REG,50,SCOTCH PLAINS-FANWOOD HIGH SCHOOL,09-12,4670-50
2334,4670,SCOTCH PLAINS-FANWOOD REG,60,PARK MIDDLE SCHOOL,05-08,4670-60
2335,4670,SCOTCH PLAINS-FANWOOD REG,65,TERRILL MIDDLE SCHOOL,05-08,4670-65
2336,4670,SCOTCH PLAINS-FANWOOD REG,70,SCHOOL ONE ELEMENTARY,PK-04,4670-70
2337,4670,SCOTCH PLAINS-FANWOOD REG,80,HOWARD B. BRUNNER ELEMENTARY SCHOOL,PK-04,4670-80
2338,4670,SCOTCH PLAINS-FANWOOD REG,85,J. ACKERMAN COLES ELEMENTARY SCHOOL,PK-04,4670-85
2339,4670,SCOTCH PLAINS-FANWOOD REG,90,EVERGREEN ELEMENTARY SCHOOL,PK-04,4670-90
2340,4670,SCOTCH PLAINS-FANWOOD REG,105,WILLIAM J. MCGINN ELEMENTARY SCHOOL,KG-04,4670-105
2341,5000,SPRINGFIELD TWP,10,JONATHAN DAYTON HIGH SCHOOL,09-12,5000-10
2342,5000,SPRINGFIELD TWP,50,EDWARD V. WALTON PRIMARY SCHOOL,PK-02,5000-50
2343,5000,SPRINGFIELD TWP,60,FLORENCE M. GAUDINEER MIDDLE SCHOOL,06-08,5000-60
2344,5000,SPRINGFIELD TWP,70,JAMES CALDWELL ELEMENTARY SCHOOL,03-05,5000-70
2345,5000,SPRINGFIELD TWP,90,THELMA L. SANDMEIER ELEMENTARY SCHOOL,03-05,5000-90
2346,5090,SUMMIT CITY,50,SUMMIT HIGH SCHOOL,09-12,5090-50
2347,5090,SUMMIT CITY,60,LAWTON C. JOHNSON SUMMIT MIDDLE SCHOOL,06-08,5090-60
2348,5090,SUMMIT CITY,70,BRAYTON ELEMENTARY SCHOOL,01-05,5090-70
2349,5090,SUMMIT CITY,80,FRANKLIN ELEMENTARY SCHOOL,01-05,5090-80
2350,5090,SUMMIT CITY,90,JEFFERSON ELEMENTARY SCHOOL,01-05,5090-90
2351,5090,SUMMIT CITY,100,LINCOLN-HUBBARD ELEMENTARY SCHOOL,01-05,5090-100
2352,5090,SUMMIT CITY,120,WASHINGTON ELEMENTARY SCHOOL,01-05,5090-120
2353,5090,SUMMIT CITY,150,PRIMARY CENTER AT JEFFERSON,PK-KG,5090-150
2354,5090,SUMMIT CITY,160,PRIMARY CENTER AT WILSON,PK-KG,5090-160
2355,5245,UNION CO ED SERV COMM,10,LAMBERTS MILL ACADEMY,07-12,5245-10
2356,5245,UNION CO ED SERV COMM,20,HILLCREST ACADEMY-NORTH,09-12,5245-20
2357,5245,UNION CO ED SERV COMM,25,HILLCREST ACADEMY-SOUTH,09-12,5245-25
2358,5245,UNION CO ED SERV COMM,30,WESTLAKE,01-12,5245-30
2359,5245,UNION CO ED SERV COMM,50,CROSSROADS SCHOOL,KG-08,5245-50
2360,5245,UNION CO ED SERV COMM,300,WORK READINESS ACADEMY,12-12,5245-300
2361,5260,UNION COUNTY VOCATIONAL,20,ACADEMY FOR ALLIED HEALTH SCIENCES,09-12,5260-20
2362,5260,UNION COUNTY VOCATIONAL,30,ACADEMY FOR INFORMATION TECHNOLOGY,09-12,5260-30
2363,5260,UNION COUNTY VOCATIONAL,35,ACADEMY FOR PERFORMING ARTS,09-12,5260-35
2364,5260,UNION COUNTY VOCATIONAL,40,UNION COUNTY MAGNET HIGH SCHOOL,09-12,5260-40
2365,5260,UNION COUNTY VOCATIONAL,50,UNION COUNTY TECH,09-12,5260-50
2366,5260,UNION COUNTY VOCATIONAL,300,"RAYMOND J. LESNIAK EXPERIENCE, STRENGTH, & HOPE RECOVERY HS",09-12,5260-300
2367,5260,UNION COUNTY VOCATIONAL,301,UNION COUNTY CAREER & TECHNICAL INSTITUTE,09-12,5260-301
2368,5290,UNION TWP,50,UNION HIGH SCHOOL,09-12,5290-50
2369,5290,UNION TWP,60,BURNET MIDDLE SCHOOL,06-08,5290-60
2370,5290,UNION TWP,70,KAWAMEEH MIDDLE SCHOOL,06-08,5290-70
2371,5290,UNION TWP,80,BATTLE HILL ELEMENTARY,PK-04,5290-80
2372,5290,UNION TWP,83,HANNAH CALDWELL ELEMENTARY,PK-04,5290-83
2373,5290,UNION TWP,85,JEFFERSON ELEMENTARY,05-05,5290-85
2374,5290,UNION TWP,90,CONNECTICUT FARMS ELEMENTARY,PK-05,5290-90
2375,5290,UNION TWP,100,FRANKLIN ELEMENTARY,PK-04,5290-100
2376,5290,UNION TWP,130,LIVINGSTON ELEMENTARY,PK-04,5290-130
2377,5290,UNION TWP,140,WASHINGTON ELEMENTARY,PK-04,5290-140
2378,5730,WESTFIELD TOWN,50,WESTFIELD SENIOR HIGH SCHOOL,09-12,5730-50
2379,5730,WESTFIELD TOWN,60,ROOSEVELT INTERMEDIATE SCHOOL,06-08,5730-60
2380,5730,WESTFIELD TOWN,70,THOMAS EDISON INTERMEDIATE SCHOOL,06-08,5730-70
2381,5730,WESTFIELD TOWN,100,FRANKLIN ELEMENTARY SCHOOL,01-05,5730-100
2382,5730,WESTFIELD TOWN,120,JEFFERSON ELEMENTARY SCHOOL,01-05,5730-120
2383,5730,WESTFIELD TOWN,140,MCKINLEY ELEMENTARY SCHOOL,01-05,5730-140
2384,5730,WESTFIELD TOWN,145,TAMAQUES ELEMENTARY SCHOOL,01-05,5730-145
2385,5730,WESTFIELD TOWN,150,WASHINGTON ELEMENTARY SCHOOL,01-05,5730-150
2386,5730,WESTFIELD TOWN,160,WILSON ELEMENTARY SCHOOL,01-05,5730-160
2387,5730,WESTFIELD TOWN,170,LINCOLN EARLY CHILDHOOD CENTER,PK-KG,5730-170
2388,5810,WINFIELD TWP,60,WINFIELD TOWNSHIP,PK-08,5810-60
2389,30,ALLAMUCHY TWP,10,ALLAMUCHY TOWNSHIP SCHOOL,03-08,30-10
2390,30,ALLAMUCHY TWP,20,MOUNTAIN VILLA SCHOOL,PK-02,30-20
2391,70,ALPHA BORO,10,ALPHA BOROUGH SCHOOL,KG-08,70-10
2392,280,BELVIDERE TOWN,20,BELVIDERE HIGH SCHOOL,09-12,280-20
2393,280,BELVIDERE TOWN,30,OXFORD STREET ELEMENTARY SCHOOL,PK-08,280-30
2394,280,BELVIDERE TOWN,50,THIRD STREET ELEMENTARY SCHOOL,KG-03,280-50
2395,400,BLAIRSTOWN TWP,30,BLAIRSTOWN ELEMENTARY SCHOOL,PK-06,400-30
2396,1620,FRANKLIN TWP,50,FRANKLIN TOWNSHIP SCHOOL,PK-06,1620-50
2397,1670,FRELINGHUYSEN TWP,50,FRELINGHUYSEN TOWNSHIP ELEMENTARY SCHOOL,PK-06,1670-50
2398,1785,GREAT MEADOWS REGIONAL,40,GREAT MEADOWS REGIONAL MIDDLE SCHOOL,06-08,1785-40
2399,1785,GREAT MEADOWS REGIONAL,50,CENTRAL ELEMENTARY SCHOOL,PK-02,1785-50
2400,1785,GREAT MEADOWS REGIONAL,60,LIBERTY ELEMENTARY SCHOOL,03-05,1785-60
2401,1840,GREENWICH TWP,40,GREENWICH SCHOOL,PK-05,1840-40
2402,1840,GREENWICH TWP,70,STEWARTSVILLE MIDDLE SCHOOL,06-08,1840-70
2403,1870,HACKETTSTOWN,50,HACKETTSTOWN HIGH SCHOOL,09-12,1870-50
2404,1870,HACKETTSTOWN,60,HACKETTSTOWN MIDDLE SCHOOL,05-08,1870-60
2405,1870,HACKETTSTOWN,70,HATCHERY HILL ELEMENTARY SCHOOL,PK-04,1870-70
2406,1870,HACKETTSTOWN,90,WILLOW GROVE ELEMENTARY SCHOOL,PK-04,1870-90
2407,2040,HARMONY TWP,30,HARMONY TOWNSHIP SCHOOL,PK-08,2040-30
2408,2250,HOPE TWP,50,HOPE TOWNSHIP SCHOOL,PK-08,2250-50
2409,2470,KNOWLTON TWP,40,KNOWLTON TOWNSHIP BOARD OF EDUCATION,PK-06,2470-40
2410,2790,LOPATCONG TWP,50,LOPATCONG ELEMENTARY SCHOOL,PK-04,2790-50
2411,2790,LOPATCONG TWP,60,LOPATCONG TOWNSHIP MIDDLE SCHOOL,05-08,2790-60
2412,2970,MANSFIELD TWP,50,MANSFIELD TOWNSHIP ELEMENTARY,PK-06,2970-50
2413,3675,NORTH WARREN REGIONAL,50,NORTH WARREN REGIONAL SCHOOL,07-12,3675-50
2414,3890,OXFORD TWP,50,OXFORD CENTRAL SCHOOL,PK-08,3890-50
2415,4100,PHILLIPSBURG TOWN,50,PHILLIPSBURG HIGH SCHOOL,09-12,4100-50
2416,4100,PHILLIPSBURG TOWN,70,PHILIPSBURG PRIMARY SCHOOL,KG-02,4100-70
2417,4100,PHILLIPSBURG TOWN,105,PHILLIPSBURG ELEMENTARY SCHOOL,03-05,4100-105
2418,4100,PHILLIPSBURG TOWN,110,PHILLIPSBURG MIDDLE SCHOOL,06-08,4100-110
2419,4100,PHILLIPSBURG TOWN,150,PHILLIPSBURG EARLY CHILDHOOD LEARNING CENTER,PK-01,4100-150
2420,4200,POHATCONG TWP,40,POHATCONG TOWNSHIP SCHOOL,PK-08,4200-40
2421,5450,WARREN CO SPECIAL SERVICE,50,WARREN COUNTY SPECIAL SERVICES SCHOOL,PK-12,5450-50
2422,5460,WARREN COUNTY VOCATIONAL,50,WARREN COUNTY VOCATIONAL TECHNICAL SCHOOL,09-12,5460-50
2423,5465,WARREN HILLS REGIONAL,50,WARREN HILLS REGIONAL HIGH SCHOOL,09-12,5465-50
2424,5465,WARREN HILLS REGIONAL,60,WARREN HILLS REGIONAL MIDDLE SCHOOL,07-08,5465-60
2425,5480,WASHINGTON BORO,55,WASHINGTON MEMORIAL ELEMENTARY SCHOOL,03-06,5480-55
2426,5480,WASHINGTON BORO,60,TAYLOR STREET ELEMENTARY SCHOOL,PK-02,5480-60
2427,5530,WASHINGTON TWP,40,BRASS CASTLE SCHOOL,PK-06,5530-40
2428,5530,WASHINGTON TWP,50,PORT COLDEN SCHOOL,01-03,5530-50
2429,5780,WHITE TWP,50,WHITE TOWNSHIP CONSOLIDATED SCHOOL,PK-08,5780-50
2430,6010,ACADEMY CHARTER HIGH SCHOOL,910,ACADEMY CHARTER HIGH SCHOOL,09-12,6010-910
2431,6013,BERGEN ARTS AND SCIENCES CHARTER SCHOOL,900,BERGEN ARTS AND SCIENCES CHARTER SCHOOL,KG-12,6013-900
2432,6017,FOUNDATION ACADEMY CS,932,FOUNDATION ACADEMY CHARTER SCHOOL,KG-12,6017-932
2433,6018,CENTRAL JERSEY COLLEGE PREP CHARTER SCHOOL,900,CENTRAL JERSEY COLLEGE PREP CHARTER SCHOOL,KG-12,6018-900
2434,6020,PRIDE ACADEMY CHARTER SCHOOL,985,PRIDE ACADEMY CHARTER SCHOOL,05-08,6020-985
2435,6021,COMMUNITY CHARTER SCHOOL OF PATERSO,905,COMMUNITY CHARTER SCHOOL OF PATERSON,KG-08,6021-905
2436,6022,BURCH CHARTER SCHOOL OF EXCELLENCE,990,BURCH CHARTER SCHOOL OF EXCELLENCE,KG-05,6022-990
2437,6025,PAUL ROBESON HUMANITIES  CHARTER SCHOOL,907,PAUL ROBESON CHARTER SCHOOL FOR THE HUMANITIES,04-08,6025-907
2438,6026,RIVERBANK CHARTER SCHOOL OF EXCELLE,908,RIVERBANK CHARTER SCHOOL OF EXCELLENCE,KG-03,6026-908
2439,6028,VINELAND PUBLIC CHARTER SCHOOL,910,VINELAND PUBLIC CHARTER SCHOOL,PK-10,6028-910
2440,6029,NEWARK EDUCATORS COMMUNITY CHARTER SCHOOL,911,NEWARK EDUCATORS COMMUNITY CHARTER SCHOOL,PK-04,6029-911
2441,6030,THE ETHICAL COMMUNITY CHARTER SCHOOL,912,THE ETHICAL COMMUNITY CHARTER SCHOOL,KG-08,6030-912
2442,6032,ACADEMY FOR URBAN LEADERSHIP CHARTER SCHOOL,901,ACADEMY FOR URBAN LEADERSHIP CHARTER SCHOOL,07-12,6032-901
2443,6033,THE BARACK OBAMA GREEN CHARTER HIGH SCHOOL,902,THE BARACK OBAMA GREEN CHARTER HIGH SCHOOL,09-12,6033-902
2444,6036,HOLA HOBOKEN DUAL LANG CS,921,HOBOKEN DUAL LANGUAGE CHARTER SCHOOL,KG-08,6036-921
2445,6041,HATIKVAH INTERNATIONAL CS,916,HATIKVAH INTERNATIONAL ACADEMY CHARTER SCHOOL,KG-08,6041-916
2446,6053,GREAT OAKS LEGACY CHARTER SCHOOL,917,GREAT OAKS LEGACY CHARTER SCHOOL,PK-12,6053-917
2447,6057,PEOPLES PREPARATORY CHARTER SCHOOL,938,PEOPLES PREPARATORY CHARTER SCHOOL,09-12,6057-938
2448,6058,ROSEVILLE COMMUNITY CS,939,ROSEVILLE COMMUNITY CHARTER SCHOOL,KG-04,6058-939
2449,6060,ATLANTIC COMMUNITY CHARTER SCHOOL,942,ATLANTIC COMMUNITY CHARTER SCHOOL,KG-07,6060-942
2450,6064,DR LENA EDWARDS ACADEMIC CHARTER SCHOOL,946,DR LENA EDWARDS ACADEMIC CHARTER SCHOOL,KG-08,6064-946
2451,6067,KINGDOM CS OF LEADERSHIP,949,THE KINGDOM CHARTER SCHOOL OF LEADERSHIP,KG-05,6067-949
2452,6068,M E T S CHARTER SCHOOL,951,M.E.T.S. CHARTER SCHOOL,06-12,6068-951
2453,6069,MILLVILLE PUBLIC CHARTER SCHOOL,952,MILLVILLE PUBLIC CHARTER SCHOOL,KG-08,6069-952
2454,6076,BENJAMIN BANNEKER PREP CS,961,BENJAMIN BANNEKER PREPARATORY CHARTER SCHOOL,06-08,6076-961
2455,6079,JOHN P HOLLAND CHARTER SCHOOL,964,JOHN P. HOLLAND CHARTER SCHOOL,PK-08,6079-964
2456,6080,PASSAIC ARTS AND SCIENCE CHARTER SCHOOL,966,PASSAIC ARTS AND SCIENCE CHARTER SCHOOL,KG-11,6080-966
2457,6081,THOMAS EDISON ENERGYSMART CHARTER SCHOOL,967,THOMAS EDISON ENERGYSMART CHARTER SCHOOL,KG-09,6081-967
2458,6082,BELOVED COMMUNITY CHARTER SCHOOL,963,BELOVED COMMUNITY CHARTER SCHOOL,KG-07,6082-963
2459,6086,HOPE COMMUNITY CS,972,HOPE COMMUNITY CHARTER SCHOOL,KG-05,6086-972
2460,6089,COMPASS ACADEMY CS,976,COMPASS ACADEMY CHARTER SCHOOL,KG-05,6089-976
2461,6093,JERSEY CITY GLOBAL CS,981,JERSEY CITY GLOBAL CHARTER SCHOOL,KG-06,6093-981
2462,6094,PHILLIP'S ACADEMY CHARTER SCHOOL,968,PHILIP'S ACADEMY CHARTER SCHOOL,PK-08,6094-968
2463,6096,PATERSON ARTS AND SCIENCE CHARTER SCHOOL,982,PATERSON ARTS AND SCIENCE CHARTER SCHOOL,KG-09,6096-982
2464,6099,LINK COMMUNITY CHARTER SCHOOL,986,LINK COMMUNITY CHARTER SCHOOL,05-08,6099-986
2465,6100,BRIDGETON PUBLIC CHARTER SCHOOL,991,BRIDGETON PUBLIC CHARTER SCHOOL,KG-03,6100-991
2466,6101,COLLEGE ACHIEVE CENTRAL CHARTER SCHOOL,992,COLLEGE ACHIEVE CENTRAL CHARTER SCHOOL,KG-08,6101-992
2467,6102,CRESTHAVEN ACADEMY CHARTER SCHOOL,993,CRESTHAVEN ACADEMY CHARTER SCHOOL,KG-01,6102-993
2468,6103,EMPOWERMENT ACADEMY CHARTER SCHOOL,994,EMPOWERMENT ACADEMY CHARTER SCHOOL,KG-03,6103-994
2469,6104,INTERNATIONAL ACADEMY OF ATLANTIC CITY CHARTER SCHOOL,995,INTERNATIONAL ACADEMY OF ATLANTIC CITY CHARTER SCHOOL,KG-05,6104-995
2470,6105,HUDSON ARTS AND SCIENCE  CHARTER SCHOOL,996,HUDSON ARTS AND SCIENCE CHARTER SCHOOL,KG-06,6105-996
2471,6106,PHILIP’S CHARTER SCHOOL OF PATERSON,997,PHILIP'S ACADEMY CHARTER SCHOOL OF PATERSON,KG-01,6106-997
2472,6107,CAMDEN’S PROMISE CHARTER SCHOOL,998,CAMDEN'S PROMISE CHARTER SCHOOL,KG-12,6107-998
2473,6109,LEAD CHARTER SCHOOL,953,LEAD CHARTER SCHOOL,09-12,6109-953
2474,6110,ACHIEVE COMMUNITY CHARTER SCHOOL,902,ACHIEVE COMMUNITY CHARTER SCHOOL,KG-01,6110-902
2475,6182,INTERNATIONAL ACADEMY OF TRENTON CHARTER SCHOOL,913,INTERNATIONAL ACADEMY OF TRENTON CHARTER SCHOOL,KG-06,6182-913
