CountyCode,CountyName,DistrictCode,DistrictName,Test,Subject,District_Avg,State_avg,Benchmark,BT_PCT,STATE_BT_PCT
31,PASSAIC,3980,PASSAIC CO MANCHESTER REG,PSAT,Math,429,478,Grade 10: 480 Grade 11: 510,17,42
31,PASSAIC,3980,PASSAIC CO MANCHESTER REG,SAT,Math,473,543,530,25,54
31,PASSAIC,3980,PASSAIC CO MANCHESTER REG,SAT,Reading and Writing,478,542,480,48,72
31,PASSAIC,3990,PASSAIC VALLEY REGIONAL,ACT,Science,23,23,23,44,53
31,PASSAIC,3990,PASSAIC VALLEY REGIONAL,ACT,Reading,23,24,22,54,62
31,PASSAIC,3990,PASSAIC VALLEY REGIONAL,ACT,English,23,24,18,87,78
31,PASSAIC,3990,PASSAIC VALLEY REGIONAL,ACT,Math,24,24,22,72,62
31,PASSAIC,3990,PASSAIC VALLEY REGIONAL,PSAT,Math,454,478,Grade 10: 480 Grade 11: 510,31,42
31,PASSAIC,3990,PASSAIC VALLEY REGIONAL,PSAT,Reading and Writing,455,478,Grade 10: 430 Grade 11: 460,58,62
31,PASSAIC,3990,PASSAIC VALLEY REGIONAL,SAT,Reading and Writing,528,542,480,74,72
31,PASSAIC,3990,PASSAIC VALLEY REGIONAL,SAT,Math,533,543,530,53,54
31,PASSAIC,3995,PASSAIC COUNTY VOCATIONAL,ACT,Science,21,23,23,36,53
31,PASSAIC,3995,PASSAIC COUNTY VOCATIONAL,ACT,English,21,24,18,71,78
31,PASSAIC,3995,PASSAIC COUNTY VOCATIONAL,ACT,Math,22,24,22,52,62
31,PASSAIC,3995,PASSAIC COUNTY VOCATIONAL,ACT,Reading,22,24,22,48,62
31,PASSAIC,3995,PASSAIC COUNTY VOCATIONAL,PSAT,Reading and Writing,502,478,Grade 10: 430 Grade 11: 460,78,62
31,PASSAIC,3995,PASSAIC COUNTY VOCATIONAL,PSAT,Math,507,478,Grade 10: 480 Grade 11: 510,55,42
31,PASSAIC,3995,PASSAIC COUNTY VOCATIONAL,SAT,Reading and Writing,517,542,480,68,72
31,PASSAIC,3995,PASSAIC COUNTY VOCATIONAL,SAT,Math,519,543,530,45,54
31,PASSAIC,4010,PATERSON CITY,ACT,English,16,24,18,31,78
31,PASSAIC,4010,PATERSON CITY,ACT,Math,17,24,22,12,62
31,PASSAIC,4010,PATERSON CITY,ACT,Reading,17,24,22,17,62
31,PASSAIC,4010,PATERSON CITY,ACT,Science,17,23,23,10,53
31,PASSAIC,4010,PATERSON CITY,PSAT,Reading and Writing,388,478,Grade 10: 430 Grade 11: 460,19,62
31,PASSAIC,4010,PATERSON CITY,PSAT,Math,389,478,Grade 10: 480 Grade 11: 510,*,42
31,PASSAIC,4010,PATERSON CITY,SAT,Math,431,543,530,11,54
31,PASSAIC,4010,PATERSON CITY,SAT,Reading and Writing,440,542,480,29,72
31,PASSAIC,4230,POMPTON LAKES BORO,ACT,Science,23,23,23,50,53
31,PASSAIC,4230,POMPTON LAKES BORO,ACT,Math,23,24,22,65,62
31,PASSAIC,4230,POMPTON LAKES BORO,ACT,English,24,24,18,95,78
31,PASSAIC,4230,POMPTON LAKES BORO,ACT,Reading,25,24,22,60,62
31,PASSAIC,4230,POMPTON LAKES BORO,PSAT,Reading and Writing,475,478,Grade 10: 430 Grade 11: 460,68,62
31,PASSAIC,4230,POMPTON LAKES BORO,PSAT,Math,477,478,Grade 10: 480 Grade 11: 510,44,42
31,PASSAIC,4230,POMPTON LAKES BORO,SAT,Reading and Writing,562,542,480,86,72
31,PASSAIC,4230,POMPTON LAKES BORO,SAT,Math,566,543,530,66,54
31,PASSAIC,5570,WAYNE TWP,ACT,Science,23,23,23,50,53
31,PASSAIC,5570,WAYNE TWP,ACT,Reading,24,24,22,62,62
31,PASSAIC,5570,WAYNE TWP,ACT,English,24,24,18,81,78
31,PASSAIC,5570,WAYNE TWP,ACT,Math,24,24,22,63,62
31,PASSAIC,5570,WAYNE TWP,PSAT,Math,512,478,Grade 10: 480 Grade 11: 510,56,42
31,PASSAIC,5570,WAYNE TWP,PSAT,Reading and Writing,514,478,Grade 10: 430 Grade 11: 460,79,62
31,PASSAIC,5570,WAYNE TWP,SAT,Reading and Writing,565,542,480,82,72
31,PASSAIC,5570,WAYNE TWP,SAT,Math,583,543,530,68,54
31,PASSAIC,5650,WEST MILFORD TWP,ACT,Science,23,23,23,64,53
31,PASSAIC,5650,WEST MILFORD TWP,ACT,Math,23,24,22,66,62
31,PASSAIC,5650,WEST MILFORD TWP,ACT,English,24,24,18,87,78
31,PASSAIC,5650,WEST MILFORD TWP,ACT,Reading,24,24,22,68,62
31,PASSAIC,5650,WEST MILFORD TWP,PSAT,Math,457,478,Grade 10: 480 Grade 11: 510,32,42
31,PASSAIC,5650,WEST MILFORD TWP,PSAT,Reading and Writing,472,478,Grade 10: 430 Grade 11: 460,62,62
31,PASSAIC,5650,WEST MILFORD TWP,SAT,Math,529,543,530,43,54
31,PASSAIC,5650,WEST MILFORD TWP,SAT,Reading and Writing,545,542,480,79,72
33,SALEM,4070,PENNS GRV-CARNEY'S PT REG,ACT,Science,*,23,23,*,53
33,SALEM,4070,PENNS GRV-CARNEY'S PT REG,ACT,Reading,*,24,22,*,62
33,SALEM,4070,PENNS GRV-CARNEY'S PT REG,ACT,English,*,24,18,*,78
33,SALEM,4070,PENNS GRV-CARNEY'S PT REG,ACT,Math,*,24,22,*,62
33,SALEM,4070,PENNS GRV-CARNEY'S PT REG,PSAT,Math,405,478,Grade 10: 480 Grade 11: 510,12,42
33,SALEM,4070,PENNS GRV-CARNEY'S PT REG,PSAT,Reading and Writing,409,478,Grade 10: 430 Grade 11: 460,30,62
33,SALEM,4070,PENNS GRV-CARNEY'S PT REG,SAT,Math,471,543,530,28,54
33,SALEM,4070,PENNS GRV-CARNEY'S PT REG,SAT,Reading and Writing,483,542,480,51,72
33,SALEM,4075,PENNSVILLE,ACT,English,20,24,18,55,78
33,SALEM,4075,PENNSVILLE,ACT,Math,21,24,22,45,62
33,SALEM,4075,PENNSVILLE,ACT,Science,21,23,23,45,53
33,SALEM,4075,PENNSVILLE,ACT,Reading,22,24,22,50,62
33,SALEM,4075,PENNSVILLE,PSAT,Math,459,478,Grade 10: 480 Grade 11: 510,34,42
33,SALEM,4075,PENNSVILLE,PSAT,Reading and Writing,480,478,Grade 10: 430 Grade 11: 460,66,62
33,SALEM,4075,PENNSVILLE,SAT,Math,522,543,530,48,54
33,SALEM,4075,PENNSVILLE,SAT,Reading and Writing,535,542,480,73,72
33,SALEM,4150,PITTSGROVE TWP,ACT,Science,22,23,23,56,53
33,SALEM,4150,PITTSGROVE TWP,ACT,Math,22,24,22,61,62
33,SALEM,4150,PITTSGROVE TWP,ACT,English,23,24,18,83,78
33,SALEM,4150,PITTSGROVE TWP,ACT,Reading,24,24,22,72,62
33,SALEM,4150,PITTSGROVE TWP,PSAT,Math,448,478,Grade 10: 480 Grade 11: 510,29,42
33,SALEM,4150,PITTSGROVE TWP,PSAT,Reading and Writing,467,478,Grade 10: 430 Grade 11: 460,60,62
33,SALEM,4150,PITTSGROVE TWP,SAT,Math,537,543,530,50,54
33,SALEM,4150,PITTSGROVE TWP,SAT,Reading and Writing,552,542,480,83,72
33,SALEM,4630,SALEM CITY,ACT,English,16,24,18,45,78
33,SALEM,4630,SALEM CITY,ACT,Reading,17,24,22,20,62
33,SALEM,4630,SALEM CITY,ACT,Science,17,23,23,*,53
33,SALEM,4630,SALEM CITY,ACT,Math,18,24,22,20,62
33,SALEM,4630,SALEM CITY,PSAT,Reading and Writing,405,478,Grade 10: 430 Grade 11: 460,36,62
33,SALEM,4630,SALEM CITY,PSAT,Math,420,478,Grade 10: 480 Grade 11: 510,23,42
33,SALEM,4630,SALEM CITY,SAT,Math,437,543,530,20,54
33,SALEM,4630,SALEM CITY,SAT,Reading and Writing,446,542,480,40,72
33,SALEM,4640,SALEM COUNTY VOCATIONAL,ACT,Science,*,23,23,*,53
33,SALEM,4640,SALEM COUNTY VOCATIONAL,ACT,Math,*,24,22,*,62
33,SALEM,4640,SALEM COUNTY VOCATIONAL,ACT,English,*,24,18,*,78
33,SALEM,4640,SALEM COUNTY VOCATIONAL,ACT,Reading,*,24,22,*,62
33,SALEM,4640,SALEM COUNTY VOCATIONAL,PSAT,Math,434,478,Grade 10: 480 Grade 11: 510,26,42
33,SALEM,4640,SALEM COUNTY VOCATIONAL,PSAT,Reading and Writing,439,478,Grade 10: 430 Grade 11: 460,52,62
33,SALEM,4640,SALEM COUNTY VOCATIONAL,SAT,Math,540,543,530,53,54
33,SALEM,4640,SALEM COUNTY VOCATIONAL,SAT,Reading and Writing,540,542,480,73,72
33,SALEM,5910,WOODSTOWN-PILESGROVE REG,ACT,Science,25,23,23,75,53
33,SALEM,5910,WOODSTOWN-PILESGROVE REG,ACT,English,25,24,18,100,78
33,SALEM,5910,WOODSTOWN-PILESGROVE REG,ACT,Math,25,24,22,75,62
33,SALEM,5910,WOODSTOWN-PILESGROVE REG,ACT,Reading,28,24,22,83,62
33,SALEM,5910,WOODSTOWN-PILESGROVE REG,PSAT,Math,484,478,Grade 10: 480 Grade 11: 510,47,42
33,SALEM,5910,WOODSTOWN-PILESGROVE REG,PSAT,Reading and Writing,490,478,Grade 10: 430 Grade 11: 460,71,62
33,SALEM,5910,WOODSTOWN-PILESGROVE REG,SAT,Math,542,543,530,58,54
33,SALEM,5910,WOODSTOWN-PILESGROVE REG,SAT,Reading and Writing,551,542,480,82,72
35,SOMERSET,0350,BERNARDS TWP,ACT,Science,27,23,23,80,53
35,SOMERSET,0350,BERNARDS TWP,ACT,Reading,27,24,22,82,62
35,SOMERSET,0350,BERNARDS TWP,ACT,Math,27,24,22,89,62
35,SOMERSET,0350,BERNARDS TWP,ACT,English,28,24,18,95,78
35,SOMERSET,0350,BERNARDS TWP,PSAT,Reading and Writing,583,478,Grade 10: 430 Grade 11: 460,93,62
35,SOMERSET,0350,BERNARDS TWP,PSAT,Math,594,478,Grade 10: 480 Grade 11: 510,85,42
35,SOMERSET,0350,BERNARDS TWP,SAT,Reading and Writing,639,542,480,97,72
35,SOMERSET,0350,BERNARDS TWP,SAT,Math,663,543,530,93,54
35,SOMERSET,0490,BOUND BROOK BORO,ACT,Science,22,23,23,33,53
35,SOMERSET,0490,BOUND BROOK BORO,ACT,English,23,24,18,75,78
35,SOMERSET,0490,BOUND BROOK BORO,ACT,Reading,23,24,22,58,62
35,SOMERSET,0490,BOUND BROOK BORO,ACT,Math,26,24,22,92,62
35,SOMERSET,0490,BOUND BROOK BORO,PSAT,Reading and Writing,429,478,Grade 10: 430 Grade 11: 460,42,62
35,SOMERSET,0490,BOUND BROOK BORO,PSAT,Math,434,478,Grade 10: 480 Grade 11: 510,27,42
35,SOMERSET,0490,BOUND BROOK BORO,SAT,Math,488,543,530,37,54
35,SOMERSET,0490,BOUND BROOK BORO,SAT,Reading and Writing,493,542,480,56,72
35,SOMERSET,0555,BRIDGEWATER-RARITAN REG,ACT,Science,25,23,23,70,53
35,SOMERSET,0555,BRIDGEWATER-RARITAN REG,ACT,Math,26,24,22,82,62
35,SOMERSET,0555,BRIDGEWATER-RARITAN REG,ACT,English,26,24,18,92,78
35,SOMERSET,0555,BRIDGEWATER-RARITAN REG,ACT,Reading,26,24,22,76,62
35,SOMERSET,0555,BRIDGEWATER-RARITAN REG,PSAT,Reading and Writing,579,478,Grade 10: 430 Grade 11: 460,91,62
35,SOMERSET,0555,BRIDGEWATER-RARITAN REG,PSAT,Math,588,478,Grade 10: 480 Grade 11: 510,82,42
35,SOMERSET,0555,BRIDGEWATER-RARITAN REG,SAT,Reading and Writing,607,542,480,92,72
35,SOMERSET,0555,BRIDGEWATER-RARITAN REG,SAT,Math,630,543,530,85,54
35,SOMERSET,1610,FRANKLIN TWP,ACT,Science,23,23,23,56,53
35,SOMERSET,1610,FRANKLIN TWP,ACT,Reading,23,24,22,56,62
35,SOMERSET,1610,FRANKLIN TWP,ACT,English,23,24,18,69,78
35,SOMERSET,1610,FRANKLIN TWP,ACT,Math,25,24,22,60,62
35,SOMERSET,1610,FRANKLIN TWP,PSAT,Reading and Writing,436,478,Grade 10: 430 Grade 11: 460,45,62
35,SOMERSET,1610,FRANKLIN TWP,PSAT,Math,451,478,Grade 10: 480 Grade 11: 510,29,42
35,SOMERSET,1610,FRANKLIN TWP,SAT,Reading and Writing,523,542,480,64,72
35,SOMERSET,1610,FRANKLIN TWP,SAT,Math,534,543,530,47,54
35,SOMERSET,2170,HILLSBOROUGH TWP,ACT,Science,25,23,23,70,53
35,SOMERSET,2170,HILLSBOROUGH TWP,ACT,English,25,24,18,92,78
35,SOMERSET,2170,HILLSBOROUGH TWP,ACT,Math,26,24,22,79,62
35,SOMERSET,2170,HILLSBOROUGH TWP,ACT,Reading,26,24,22,76,62
35,SOMERSET,2170,HILLSBOROUGH TWP,PSAT,Math,525,478,Grade 10: 480 Grade 11: 510,61,42
35,SOMERSET,2170,HILLSBOROUGH TWP,PSAT,Reading and Writing,527,478,Grade 10: 430 Grade 11: 460,83,62
35,SOMERSET,2170,HILLSBOROUGH TWP,SAT,Reading and Writing,603,542,480,92,72
35,SOMERSET,2170,HILLSBOROUGH TWP,SAT,Math,616,543,530,81,54
35,SOMERSET,3000,MANVILLE BORO,ACT,Science,*,23,23,*,53
35,SOMERSET,3000,MANVILLE BORO,ACT,Reading,*,24,22,*,62
35,SOMERSET,3000,MANVILLE BORO,ACT,Math,*,24,22,*,62
35,SOMERSET,3000,MANVILLE BORO,ACT,English,*,24,18,*,78
35,SOMERSET,3000,MANVILLE BORO,PSAT,Reading and Writing,442,478,Grade 10: 430 Grade 11: 460,47,62
35,SOMERSET,3000,MANVILLE BORO,PSAT,Math,443,478,Grade 10: 480 Grade 11: 510,30,42
35,SOMERSET,3000,MANVILLE BORO,SAT,Math,528,543,530,54,54
35,SOMERSET,3000,MANVILLE BORO,SAT,Reading and Writing,535,542,480,79,72
35,SOMERSET,3320,MONTGOMERY TWP,ACT,Science,28,23,23,84,53
35,SOMERSET,3320,MONTGOMERY TWP,ACT,English,29,24,18,95,78
35,SOMERSET,3320,MONTGOMERY TWP,ACT,Math,29,24,22,89,62
35,SOMERSET,3320,MONTGOMERY TWP,ACT,Reading,29,24,22,87,62
35,SOMERSET,3320,MONTGOMERY TWP,PSAT,Reading and Writing,599,478,Grade 10: 430 Grade 11: 460,95,62
35,SOMERSET,3320,MONTGOMERY TWP,PSAT,Math,624,478,Grade 10: 480 Grade 11: 510,88,42
35,SOMERSET,3320,MONTGOMERY TWP,SAT,Reading and Writing,641,542,480,97,72
35,SOMERSET,3320,MONTGOMERY TWP,SAT,Math,670,543,530,89,54
35,SOMERSET,3670,NORTH PLAINFIELD BORO,ACT,English,18,24,18,45,78
35,SOMERSET,3670,NORTH PLAINFIELD BORO,ACT,Math,19,24,22,36,62
35,SOMERSET,3670,NORTH PLAINFIELD BORO,ACT,Reading,19,24,22,33,62
35,SOMERSET,3670,NORTH PLAINFIELD BORO,ACT,Science,19,23,23,21,53
35,SOMERSET,3670,NORTH PLAINFIELD BORO,PSAT,Math,410,478,Grade 10: 480 Grade 11: 510,19,42
35,SOMERSET,3670,NORTH PLAINFIELD BORO,PSAT,Reading and Writing,410,478,Grade 10: 430 Grade 11: 460,36,62
35,SOMERSET,3670,NORTH PLAINFIELD BORO,SAT,Reading and Writing,487,542,480,53,72
35,SOMERSET,3670,NORTH PLAINFIELD BORO,SAT,Math,491,543,530,34,54
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,ACT,Science,*,23,23,*,53
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,ACT,Reading,*,24,22,*,62
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,ACT,Math,*,24,22,*,62
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,ACT,English,*,24,18,*,78
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,PSAT,Math,520,478,Grade 10: 480 Grade 11: 510,51,42
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,PSAT,Reading and Writing,524,478,Grade 10: 430 Grade 11: 460,73,62
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,SAT,Reading and Writing,626,542,480,88,72
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,SAT,Math,646,543,530,79,54
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,ACT,Science,25,23,23,67,53
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,ACT,Math,25,24,22,71,62
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,ACT,Reading,26,24,22,78,62
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,ACT,English,27,24,18,94,78
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,PSAT,Math,527,478,Grade 10: 480 Grade 11: 510,64,42
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,PSAT,Reading and Writing,550,478,Grade 10: 430 Grade 11: 460,84,62
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,SAT,Reading and Writing,605,542,480,93,72
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,SAT,Math,620,543,530,81,54
35,SOMERSET,4820,SOMERVILLE BORO,ACT,Science,23,23,23,57,53
35,SOMERSET,4820,SOMERVILLE BORO,ACT,English,24,24,18,77,78
35,SOMERSET,4820,SOMERVILLE BORO,ACT,Math,24,24,22,66,62
35,SOMERSET,4820,SOMERVILLE BORO,ACT,Reading,25,24,22,70,62
35,SOMERSET,4820,SOMERVILLE BORO,PSAT,Math,488,478,Grade 10: 480 Grade 11: 510,48,42
35,SOMERSET,4820,SOMERVILLE BORO,PSAT,Reading and Writing,495,478,Grade 10: 430 Grade 11: 460,72,62
35,SOMERSET,4820,SOMERVILLE BORO,SAT,Reading and Writing,578,542,480,86,72
35,SOMERSET,4820,SOMERVILLE BORO,SAT,Math,582,543,530,74,54
35,SOMERSET,5550,WATCHUNG HILLS REGIONAL,ACT,Science,26,23,23,72,53
35,SOMERSET,5550,WATCHUNG HILLS REGIONAL,ACT,Math,26,24,22,79,62
35,SOMERSET,5550,WATCHUNG HILLS REGIONAL,ACT,English,27,24,18,93,78
35,SOMERSET,5550,WATCHUNG HILLS REGIONAL,ACT,Reading,27,24,22,83,62
35,SOMERSET,5550,WATCHUNG HILLS REGIONAL,PSAT,Math,528,478,Grade 10: 480 Grade 11: 510,59,42
35,SOMERSET,5550,WATCHUNG HILLS REGIONAL,PSAT,Reading and Writing,537,478,Grade 10: 430 Grade 11: 460,83,62
35,SOMERSET,5550,WATCHUNG HILLS REGIONAL,SAT,Reading and Writing,622,542,480,96,72
35,SOMERSET,5550,WATCHUNG HILLS REGIONAL,SAT,Math,626,543,530,80,54
37,SUSSEX,2165,HIGH POINT REGIONAL,ACT,Science,23,23,23,30,53
37,SUSSEX,2165,HIGH POINT REGIONAL,ACT,Reading,23,24,22,52,62
37,SUSSEX,2165,HIGH POINT REGIONAL,ACT,English,23,24,18,82,78
37,SUSSEX,2165,HIGH POINT REGIONAL,ACT,Math,23,24,22,52,62
37,SUSSEX,2165,HIGH POINT REGIONAL,PSAT,Math,456,478,Grade 10: 480 Grade 11: 510,33,42
37,SUSSEX,2165,HIGH POINT REGIONAL,PSAT,Reading and Writing,474,478,Grade 10: 430 Grade 11: 460,64,62
37,SUSSEX,2165,HIGH POINT REGIONAL,SAT,Math,537,543,530,53,54
37,SUSSEX,2165,HIGH POINT REGIONAL,SAT,Reading and Writing,543,542,480,80,72
37,SUSSEX,2240,HOPATCONG,ACT,Science,*,23,23,*,53
37,SUSSEX,2240,HOPATCONG,ACT,Math,*,24,22,*,62
37,SUSSEX,2240,HOPATCONG,ACT,English,*,24,18,*,78
37,SUSSEX,2240,HOPATCONG,ACT,Reading,*,24,22,*,62
37,SUSSEX,2240,HOPATCONG,PSAT,Math,456,478,Grade 10: 480 Grade 11: 510,27,42
37,SUSSEX,2240,HOPATCONG,PSAT,Reading and Writing,462,478,Grade 10: 430 Grade 11: 460,54,62
37,SUSSEX,2240,HOPATCONG,SAT,Math,535,543,530,51,54
37,SUSSEX,2240,HOPATCONG,SAT,Reading and Writing,554,542,480,87,72
37,SUSSEX,2465,KITTATINNY REGIONAL,ACT,English,22,24,18,78,78
37,SUSSEX,2465,KITTATINNY REGIONAL,ACT,Math,22,24,22,52,62
37,SUSSEX,2465,KITTATINNY REGIONAL,ACT,Science,23,23,23,52,53
37,SUSSEX,2465,KITTATINNY REGIONAL,ACT,Reading,24,24,22,70,62
37,SUSSEX,2465,KITTATINNY REGIONAL,PSAT,Math,488,478,Grade 10: 480 Grade 11: 510,45,42
37,SUSSEX,2465,KITTATINNY REGIONAL,PSAT,Reading and Writing,497,478,Grade 10: 430 Grade 11: 460,73,62
37,SUSSEX,2465,KITTATINNY REGIONAL,SAT,Math,552,543,530,61,54
37,SUSSEX,2465,KITTATINNY REGIONAL,SAT,Reading and Writing,556,542,480,85,72
37,SUSSEX,2615,LENAPE VALLEY REGIONAL,ACT,Science,23,23,23,50,53
37,SUSSEX,2615,LENAPE VALLEY REGIONAL,ACT,Math,23,24,22,54,62
37,SUSSEX,2615,LENAPE VALLEY REGIONAL,ACT,English,23,24,18,87,78
37,SUSSEX,2615,LENAPE VALLEY REGIONAL,ACT,Reading,24,24,22,63,62
37,SUSSEX,2615,LENAPE VALLEY REGIONAL,PSAT,Math,500,478,Grade 10: 480 Grade 11: 510,54,42
37,SUSSEX,2615,LENAPE VALLEY REGIONAL,PSAT,Reading and Writing,504,478,Grade 10: 430 Grade 11: 460,78,62
37,SUSSEX,2615,LENAPE VALLEY REGIONAL,SAT,Math,547,543,530,59,54
37,SUSSEX,2615,LENAPE VALLEY REGIONAL,SAT,Reading and Writing,554,542,480,84,72
37,SUSSEX,3590,NEWTON TOWN,ACT,Science,22,23,23,40,53
37,SUSSEX,3590,NEWTON TOWN,ACT,Reading,23,24,22,61,62
37,SUSSEX,3590,NEWTON TOWN,ACT,English,23,24,18,83,78
37,SUSSEX,3590,NEWTON TOWN,ACT,Math,23,24,22,60,62
37,SUSSEX,3590,NEWTON TOWN,PSAT,Math,490,478,Grade 10: 480 Grade 11: 510,50,42
37,SUSSEX,3590,NEWTON TOWN,PSAT,Reading and Writing,497,478,Grade 10: 430 Grade 11: 460,73,62
37,SUSSEX,3590,NEWTON TOWN,SAT,Math,562,543,530,72,54
37,SUSSEX,3590,NEWTON TOWN,SAT,Reading and Writing,563,542,480,87,72
37,SUSSEX,4960,SPARTA TWP,ACT,Science,24,23,23,64,53
37,SUSSEX,4960,SPARTA TWP,ACT,Math,24,24,22,68,62
37,SUSSEX,4960,SPARTA TWP,ACT,English,24,24,18,85,78
37,SUSSEX,4960,SPARTA TWP,ACT,Reading,25,24,22,69,62
37,SUSSEX,4960,SPARTA TWP,PSAT,Math,509,478,Grade 10: 480 Grade 11: 510,55,42
37,SUSSEX,4960,SPARTA TWP,PSAT,Reading and Writing,520,478,Grade 10: 430 Grade 11: 460,80,62
37,SUSSEX,4960,SPARTA TWP,SAT,Math,566,543,530,69,54
37,SUSSEX,4960,SPARTA TWP,SAT,Reading and Writing,574,542,480,87,72
37,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,ACT,English,19,24,18,67,78
37,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,ACT,Math,20,24,22,38,62
37,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,ACT,Reading,20,24,22,33,62
37,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,ACT,Science,20,23,23,25,53
37,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,PSAT,Math,476,478,Grade 10: 480 Grade 11: 510,40,42
37,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,PSAT,Reading and Writing,491,478,Grade 10: 430 Grade 11: 460,67,62
37,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,SAT,Math,528,543,530,51,54
37,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,SAT,Reading and Writing,531,542,480,78,72
37,SUSSEX,5360,VERNON TWP,ACT,English,22,24,18,78,78
37,SUSSEX,5360,VERNON TWP,ACT,Math,23,24,22,66,62
37,SUSSEX,5360,VERNON TWP,ACT,Reading,24,24,22,67,62
37,SUSSEX,5360,VERNON TWP,ACT,Science,24,23,23,54,53
37,SUSSEX,5360,VERNON TWP,PSAT,Math,471,478,Grade 10: 480 Grade 11: 510,38,42
37,SUSSEX,5360,VERNON TWP,PSAT,Reading and Writing,482,478,Grade 10: 430 Grade 11: 460,64,62
37,SUSSEX,5360,VERNON TWP,SAT,Math,542,543,530,57,54
37,SUSSEX,5360,VERNON TWP,SAT,Reading and Writing,551,542,480,83,72
37,SUSSEX,5435,WALLKILL VALLEY REGIONAL,ACT,Science,20,23,23,41,53
37,SUSSEX,5435,WALLKILL VALLEY REGIONAL,ACT,Reading,22,24,22,56,62
37,SUSSEX,5435,WALLKILL VALLEY REGIONAL,ACT,Math,22,24,22,59,62
37,SUSSEX,5435,WALLKILL VALLEY REGIONAL,ACT,English,22,24,18,78,78
37,SUSSEX,5435,WALLKILL VALLEY REGIONAL,PSAT,Math,470,478,Grade 10: 480 Grade 11: 510,42,42
37,SUSSEX,5435,WALLKILL VALLEY REGIONAL,PSAT,Reading and Writing,482,478,Grade 10: 430 Grade 11: 460,67,62
37,SUSSEX,5435,WALLKILL VALLEY REGIONAL,SAT,Math,535,543,530,57,54
37,SUSSEX,5435,WALLKILL VALLEY REGIONAL,SAT,Reading and Writing,545,542,480,77,72
39,UNION,0310,BERKELEY HEIGHTS TWP,ACT,Science,25,23,23,68,53
39,UNION,0310,BERKELEY HEIGHTS TWP,ACT,Math,25,24,22,77,62
39,UNION,0310,BERKELEY HEIGHTS TWP,ACT,English,27,24,18,92,78
39,UNION,0310,BERKELEY HEIGHTS TWP,ACT,Reading,27,24,22,79,62
39,UNION,0310,BERKELEY HEIGHTS TWP,PSAT,Math,505,478,Grade 10: 480 Grade 11: 510,63,42
39,UNION,0310,BERKELEY HEIGHTS TWP,PSAT,Reading and Writing,508,478,Grade 10: 430 Grade 11: 460,81,62
39,UNION,0310,BERKELEY HEIGHTS TWP,SAT,Math,599,543,530,73,54
39,UNION,0310,BERKELEY HEIGHTS TWP,SAT,Reading and Writing,602,542,480,92,72
39,UNION,0850,CLARK TWP,ACT,Science,23,23,23,47,53
39,UNION,0850,CLARK TWP,ACT,English,23,24,18,85,78
39,UNION,0850,CLARK TWP,ACT,Math,23,24,22,58,62
39,UNION,0850,CLARK TWP,ACT,Reading,24,24,22,70,62
39,UNION,0850,CLARK TWP,PSAT,Math,459,478,Grade 10: 480 Grade 11: 510,38,42
39,UNION,0850,CLARK TWP,PSAT,Reading and Writing,466,478,Grade 10: 430 Grade 11: 460,70,62
39,UNION,0850,CLARK TWP,SAT,Reading and Writing,555,542,480,83,72
39,UNION,0850,CLARK TWP,SAT,Math,559,543,530,65,54
39,UNION,0980,CRANFORD TWP,ACT,Science,24,23,23,64,53
39,UNION,0980,CRANFORD TWP,ACT,Reading,25,24,22,75,62
39,UNION,0980,CRANFORD TWP,ACT,Math,25,24,22,72,62
39,UNION,0980,CRANFORD TWP,ACT,English,25,24,18,92,78
39,UNION,0980,CRANFORD TWP,PSAT,Math,521,478,Grade 10: 480 Grade 11: 510,62,42
39,UNION,0980,CRANFORD TWP,PSAT,Reading and Writing,532,478,Grade 10: 430 Grade 11: 460,84,62
39,UNION,0980,CRANFORD TWP,SAT,Math,586,543,530,76,54
39,UNION,0980,CRANFORD TWP,SAT,Reading and Writing,588,542,480,92,72
39,UNION,1320,ELIZABETH CITY,ACT,English,18,24,18,52,78
39,UNION,1320,ELIZABETH CITY,ACT,Math,20,24,22,35,62
